18000,-1588,-1172,12200,792,6524,0
20432,-660,-8780,32767,-7568,-17384,0
25732,1644,2900,13156,-5052,8452,0
16240,-12212,6720,18284,1400,3144,0
9876,3808,4316,19000,6368,2944,0
13880,884,8484,16764,-1876,1336,0
13020,-1696,9412,16268,4680,2304,0
16560,3400,11160,16444,2584,2688,0
19984,376,9480,17376,-84,3424,0
17604,884,9652,18544,1184,-1628,0
9708,1860,11148,18636,-748,-2980,0
32767,-3996,-260,28600,16,-14748,0
18956,124,9276,24292,7076,5144,0
13772,1832,352,7880,29220,12068,0
16972,-7284,2620,13836,-1376,5376,0
16576,2776,2196,12380,-3976,7924,0
16820,-3024,3548,14988,-472,8144,0
17148,324,2392,19216,-5076,8248,0
17192,-2380,2132,17548,720,6592,0
17664,-360,652,8448,12,7476,0
19080,92,148,21152,7168,-9500,0
25376,3388,-3616,9188,-7740,5680,0
27716,-10328,7752,21668,3184,8840,0
7452,-1836,10084,17936,5744,2236,0
10492,1096,11788,17296,-1784,1780,0
10696,-1576,10504,17376,3488,1960,0
14964,3552,11592,15828,4528,2104,0
17368,2972,12128,14636,2128,4392,0
17132,-20,9612,17036,1528,2392,0
7472,1868,8572,18444,-1820,-300,0
12812,-2328,8784,22796,-4492,-1792,0
264,17292,5352,26072,5464,9836,0
20036,-4584,7052,15908,8732,6788,0
18468,-7108,3500,12916,-6640,872,0
15484,-348,-352,7824,-3380,8744,0
16960,-2124,3180,15556,-256,9736,0
15592,-1396,3824,15432,-3068,10676,0
15968,-1696,2016,20848,-1020,9488,0
17024,-1020,1112,14968,-280,9244,0
18508,-1320,2372,12084,196,8228,0
21740,-4416,1144,32767,-5592,-15104,0
22828,4348,1336,12956,-4856,11332,0
21372,-9896,6972,19696,-8436,2568,0
9464,4256,6200,19368,5832,2616,0
10188,1212,12624,16240,-1428,2116,0
10808,-1692,9308,17744,2504,2136,0
12684,3848,13228,15780,3392,2360,0
17740,2936,13464,15888,1624,2476,0
21956,-480,9772,16044,1204,2308,0
4512,-260,6312,17008,1160,2292,0
13760,-1916,2252,19192,-3200,1780,0
5116,7380,4656,26128,632,-1324,0
21792,5932,3604,23584,5436,6956,0
19244,-6484,3640,5700,-7032,6072,0
16900,1948,2676,6724,-648,7628,0
15632,-4392,1588,10604,-136,9456,0
16036,-1440,3748,12856,-4620,10556,0
14520,-2800,3136,16272,-3472,9672,0
15396,-1624,2844,17928,3596,7068,0
16452,-868,3652,17164,-596,6596,0
17184,-1216,5912,13220,-1364,2844,0
15692,-1788,6484,14332,4464,4808,0
15304,-1944,4096,32767,-10164,-23828,0
19016,2880,9500,13872,1444,8300,0
15220,5524,11456,15416,-7364,4548,0
10932,-1548,16872,17824,136,352,0
10620,712,14388,17516,-200,1736,0
9460,1836,13980,16768,3936,2816,0
8432,4204,13552,16968,-1516,1420,0
10080,2856,12772,16224,2788,1724,0
10404,4888,12732,16676,744,1536,0
11756,3896,9488,16624,2288,2088,0
14336,3840,8784,16544,1768,928,0
14668,4320,8556,16404,3368,1172,0
15956,2060,8160,16608,928,552,0
14384,4400,6800,16904,1564,1164,0
16152,-644,6956,16520,2904,1524,0
14164,824,6988,16736,1520,1676,0
15164,-7024,7568,16364,2236,640,0
24684,-3288,-3872,16380,3472,-856,0
11960,2676,1948,15272,7832,-2688,0
16668,-4756,2680,18408,23396,7716,0
16368,-2220,2600,19088,-3604,7696,0
16096,-2956,3712,19416,7980,624,0
14628,-3356,3660,18816,4760,2020,0
15820,-2000,2060,17892,2940,3408,0
15240,-1820,2956,16772,-816,4692,0
16196,-2480,4328,16424,-1608,3068,0
15456,316,6200,15056,2176,2736,0
17696,2464,3352,15160,-328,4776,0
18968,-964,3624,14084,612,6040,0
19832,-696,2684,32424,-9852,-15752,0
21144,5604,-3232,13704,-9532,2316,0
25152,-9880,8260,17752,2352,3472,0
9352,-296,13344,16312,-1036,3452,0
14652,7416,7508,16716,3520,2480,0
8932,2736,6316,16196,428,1688,0
13256,6328,11300,16636,2416,1640,0
16468,3892,10792,17092,1540,2764,0
19456,-556,7964,16552,1396,2248,0
17496,1648,9572,16112,172,1260,0
7488,-1076,7964,16260,-336,2136,0
32767,-156,-1568,22816,-708,-5084,0
13708,8280,10864,24760,7588,7600,0
17660,5216,1912,17332,11696,8660,0
17232,-9872,1248,12048,-6428,1028,0
13800,5320,-444,5996,-4744,9032,0
15044,-3720,2860,12336,280,9676,0
16472,-712,3292,12260,-992,11016,0
16076,-2380,2616,21016,-1828,11304,0
18340,-1588,308,17212,-492,10168,0
18968,-312,264,9212,616,8316,0
23848,996,-5624,32767,10324,9244,0
23420,-3388,4860,19692,-372,11484,0
14572,-12052,5932,17364,-4388,3412,0
14432,6400,4336,18676,8828,2220,0
7452,1148,10832,16876,-3636,2360,0
11180,-1588,11544,16232,4216,2928,0
14256,5800,13428,17628,1092,1196,0
20412,1108,12380,16032,-464,464,0
16776,2460,10916,18224,612,1928,0
8984,2424,11832,20216,1656,460,0
24252,4628,-4888,30440,-3476,-9676,0
18492,-9180,8300,27932,11312,1756,0
