Lx,Ly,Lz,Rx,Ry,Rz,label
15832,-908,3388,15720,-6808,4764,1
16664,-2556,6304,13744,-1520,16420,1
16452,-1352,5572,15968,6260,84,1
14480,2104,432,16244,-4308,3536,1
15708,-2824,8460,16092,4948,5000,1
15616,-3888,8016,16120,5236,6260,1
16108,-1144,7596,16944,-1260,5476,1
15584,-832,5968,15988,-4484,4380,1
15732,-2244,5132,16304,-524,4432,1
15232,-1448,5048,16236,1704,3128,1
15344,4732,7016,16644,-568,2464,1
15376,996,5724,18688,-400,3164,1
16756,-6380,7996,21720,1428,-2136,1
17108,-552,4008,13240,-1792,2796,1
15840,-2980,4560,13492,-2928,5108,1
14540,-1804,2308,7616,-6004,11404,1
14684,-1380,3924,32767,2524,-15068,1
15584,-2204,7692,10036,-10212,4380,1
16572,2500,6048,14188,-2200,1344,1
15848,-1732,6892,18380,3348,2248,1
16624,-2508,7864,15680,284,4116,1
14412,-2836,5792,16284,1880,2584,1
15536,-992,6928,16124,-4416,688,1
16248,11024,6820,16300,-3940,3384,1
15992,-2936,7596,16604,2340,3180,1
14452,-7844,5812,16836,5628,4984,1
14384,-5400,5204,16552,-588,2388,1
15676,4432,5280,16184,-5324,52,1
15236,-2636,4908,16472,-328,1560,1
15468,-2628,5460,16628,2084,2776,1
15616,-2956,6532,16388,860,2280,1
15840,1100,6204,16564,-48,2472,1
15364,1132,6212,16712,-3016,1604,1
16140,212,5988,16028,-3852,604,1
15672,3532,7112,16316,-8620,4176,1
14752,-9608,6956,16140,14312,6180,1
14404,-4124,8188,16600,6256,4108,1
18524,7572,6616,17648,-10992,484,1
14544,692,7404,16212,-3592,3012,1
15188,-7896,6844,16660,5628,4584,1
15808,-864,6600,16536,856,3828,1
14368,3436,7812,15932,-2920,-1256,1
15924,-1644,3660,15980,2344,252,1
14860,-2848,4384,16552,3096,2716,1
14820,464,7076,15992,-3704,1520,1
16060,936,4908,13896,-2648,8664,1
17452,-512,4512,18764,448,5948,1
25600,-1512,-884,15916,-772,9172,1
16956,-3412,8960,16224,-168,8748,1
16312,-2148,4868,16244,-364,6256,1
13052,2472,8748,15764,-640,3796,1
9364,-2260,13216,15772,-500,1600,1
12916,-6196,32767,16292,-264,-2036,1
17912,-5776,-632,16036,2536,6060,1
16684,536,7496,16416,-6332,180,1
14676,32,6452,15908,-1336,6212,1
14540,-3076,2564,16196,-4036,1760,1
16096,-2400,1012,15404,7772,8552,1
16296,-2580,5416,16820,5812,2208,1
16684,9020,1200,15644,-5504,4324,1
15324,-6348,5160,16248,-496,4832,1
16664,-1968,4908,16380,1716,6824,1
16368,-2368,4120,15908,224,3060,1
16296,3496,1488,16140,-4352,1312,1
15616,-2860,3756,15424,-296,4556,1
16204,-2792,4576,15892,3464,7608,1
16500,-848,5592,16340,1328,3616,1
16440,3464,2408,15900,-2844,4460,1
16200,-936,4152,16216,-5332,1944,1
16120,-2164,5576,15468,1912,6896,1
15656,-1496,3956,15480,-172,4172,1
16116,-4528,5052,16584,1584,3792,1
15928,-1012,5008,15876,-1540,3276,1
16608,100,6384,16208,-1988,2328,1
16316,-2184,2928,17752,-5480,5348,1
16988,-2424,5296,23060,-1256,-360,1
15516,-1352,5836,13716,3448,3980,1
16412,-1860,4952,16092,-1336,3728,1
15700,20,1340,11232,-320,7440,1
15636,-296,2252,11360,-4276,7148,1
16484,-2336,8412,23220,-2100,-1248,1
16568,-396,5964,18512,-3332,1452,1
15716,-2640,2692,15656,1904,6008,1
16216,-3448,3104,17740,-2608,-1296,1
16580,8180,6500,16412,-8384,144,1
15988,-2964,5564,15780,-3304,4748,1
14776,-5920,5864,16784,10216,5512,1
15140,-6284,5856,16776,4572,2228,1
17124,6088,3976,16312,-1416,-440,1
15288,-2208,2780,15672,-1244,2236,1
15348,-1316,5520,16628,-2220,2464,1
15448,-3332,4516,16320,1408,1820,1
15620,88,3336,15536,676,5064,1
15888,-3544,5772,16848,72,4140,1
15456,-532,8092,16308,-7856,1600,1
16072,4380,7480,16192,-5768,3172,1
15800,44,4976,16008,3680,6864,1
14764,-5756,4376,16688,3044,3804,1
15708,-660,4932,15164,3284,5256,1
16032,-184,4916,17048,-3072,3332,1
17124,1220,2664,15912,-2248,4948,1
20880,-188,176,15816,-1188,4876,1
18736,-2200,5116,16864,-528,4040,1
11180,-1232,8312,16260,1040,3064,1
8716,-60,8680,15832,3184,4220,1
15152,-2264,10508,16116,-1756,3180,1
9848,10276,7464,15952,-596,4376,1
14012,-4240,1588,16652,1652,5540,1
19540,236,4156,15948,900,3736,1
17972,-1916,5232,15668,-3948,648,1
13820,-572,1440,16192,568,5040,1
16244,-5840,6248,16004,3276,3184,1
15600,420,4384,16132,1088,4556,1
16812,3880,1092,16000,-8560,4460,1
15036,-3608,4952,15672,-788,3880,1
16344,-4816,6288,16356,2516,6112,1
16552,-3556,5968,15920,424,5180,1
15568,2384,4760,16292,-4040,4060,1
15484,-1452,1748,15652,1432,2716,1
15052,-1112,2808,15744,-180,1020,1
16384,-1384,3084,15732,-1552,4440,1
14968,-3504,10904,15980,-2444,4940,1
17224,-836,6052,16364,-1212,6752,1
15612,-2232,6760,15680,-1052,5408,1
15780,-1156,5920,15656,-1212,4988,1
16040,-1296,4412,15836,-1704,4828,1
15020,-3236,6824,17188,-952,3976,1
15312,-2128,8060,18516,-1472,3280,1
18372,-384,8124,19780,-532,5812,1
15744,-1796,6176,17712,-2532,2336,1
14772,-1292,2464,14400,1536,4776,1
15232,-1488,1248,12212,-2796,7676,1
16028,-1556,2196,12876,-3404,8816,1
16988,-2852,7040,26276,-3652,-10584,1
17216,-1096,5884,15164,-308,828,1
15852,-2424,2132,15764,-2536,3404,1
15496,260,7772,17248,-9388,-156,1
16028,-3244,9248,16992,1740,1712,1
16540,-2400,6768,16744,5816,4668,1
16000,264,3728,16164,1532,2260,1
15832,-564,3516,16496,-12,-60,1
15672,-1484,3864,16352,-2300,540,1
15348,-684,6376,16488,-2364,2812,1
15244,-1492,6380,16836,-1228,2760,1
15312,-2456,7024,16500,1728,3920,1
15852,-1332,7192,16420,2796,2944,1
15716,-1304,6704,16192,1224,3000,1
16192,2532,6056,16596,-5520,2388,1
15996,3140,6620,16176,-6080,1268,1
16148,-3400,4836,17020,3052,3692,1
14448,-2724,4060,15872,-772,4152,1
15856,-2576,3152,15992,3520,4404,1
16200,-2400,6736,16028,3128,2292,1
16464,-1620,5088,16340,1184,3752,1
16308,2528,6400,16232,-2748,3136,1
15940,-1092,4792,16516,-5628,4132,1
15644,-1200,4760,16684,-924,3844,1
17044,2324,3728,16128,-336,3484,1
20356,464,1480,16544,832,2928,1
23956,3180,1528,16100,1956,1944,1
11432,-3212,7740,16572,-212,2628,1
12860,-2196,2836,16692,960,2420,1
10436,2148,10080,16332,-284,972,1
9752,-2424,16372,15988,1060,-196,1
22948,-3856,12784,17276,1152,5852,1
2524,-2364,3308,16316,-1376,5040,1
18220,752,4624,16400,484,2576,1
17816,-368,4416,15652,1268,2384,1
14068,-3344,108,16160,3076,1684,1
16016,-1820,3804,16340,2844,4496,1
16532,2012,2728,15912,-4484,5180,1
16136,432,2512,16092,-8660,5120,1
16092,-2064,3672,15748,-3244,4820,1
15860,-4412,4180,16224,5784,6004,1
16360,140,4216,15584,4044,3668,1
15552,1600,1444,16512,-7004,3560,1
16688,1052,4700,16216,-2816,5908,1
15932,-1788,3600,15920,-132,5424,1
16096,-4680,3764,15916,1924,4760,1
16336,-1104,3652,15932,-884,3584,1
15992,640,4600,17016,-1440,3312,1
16080,2988,2816,15620,-2640,4980,1
16000,200,4036,16028,-1612,4132,1
16452,924,4300,15856,-1684,4252,1
15336,-5304,5740,15692,-160,3764,1
16340,-6872,8188,16592,-1744,4116,1
16612,956,3840,16512,-524,3464,1
16200,-1528,3088,16712,-1840,2344,1
15496,-2548,5484,17728,668,1040,1
16148,-1648,4828,18532,-3012,4600,1
16448,252,7412,17596,-3072,2980,1
16116,-3564,5520,15344,-1200,2224,1
15476,-876,3820,15932,-1312,4868,1
14956,-2036,1688,10272,-564,6736,1
15536,-2104,2652,8480,-5692,10420,1
18828,-2424,11728,28300,6872,-10848,1
16576,-1260,8772,15036,-7060,2540,1
15892,-2992,5988,15856,-4888,3620,1
14668,-344,4216,17768,1012,236,1
14956,-2592,6036,16052,-1552,52,1
15368,700,6452,16008,-3952,1364,1
16204,-1400,6612,16384,1092,1828,1
14532,-3056,7872,16736,2356,2096,1
15452,-496,6028,16908,1012,1572,1
15768,1348,6300,16312,-5104,2104,1
15588,2268,7532,16504,-7896,3612,1
16208,-4028,6956,16960,-248,4256,1
15040,-3552,6636,16316,3880,3920,1
15104,-3148,6548,16340,2800,2268,1
16544,4392,5860,15956,2420,2796,1
16288,-2948,6072,17072,-1552,1240,1
15328,1432,5168,15952,-4088,3168,1
15592,-3104,5228,16696,-744,1936,1
15332,-1872,5984,16004,-780,2144,1
16112,-68,7836,16496,3992,2856,1
15636,1352,5568,16504,7884,3108,1
15628,1900,5844,15916,1524,2536,1
17824,912,4300,17564,-12720,2112,1
19092,-288,1936,16160,544,2868,1
17840,-1148,6272,16244,2356,3412,1
13640,-3384,10784,16804,-444,940,1
14612,-1836,4704,16636,172,2736,1
13556,-56,6492,16088,-6192,2828,1
12532,-208,8608,16176,5900,3264,1
11712,3268,10356,15644,4676,-948,1
8344,9308,40,15476,3548,5324,1
13328,4104,10680,16120,-3004,4476,1
15392,496,4368,16728,-6168,5052,1
21100,-5844,4160,15932,-5788,3784,1
13424,-2684,4144,15116,-4264,8040,1
15100,-4192,4800,15464,8976,6008,1
16032,-3528,5928,16948,9464,5328,1
16260,4308,5652,15308,-6176,4916,1
16356,392,4236,15736,-3540,4584,1
14904,-2972,6952,15504,-3940,4288,1
16884,-4348,3588,14976,724,6972,1
13868,-4520,7996,16784,-2680,4180,1
18440,2140,4540,14928,-240,4656,1
15868,-428,6244,16796,2004,5464,1
15452,3680,8148,15432,-1872,6312,1
14548,-1820,8824,15416,-2424,5224,1
15428,-5684,6264,16016,-4512,5860,1
15192,-6328,4320,15332,-736,6404,1
15616,-3116,3384,15324,-5784,6848,1
16128,1368,6348,16100,-3036,5548,1
15728,-1028,8468,18444,-1536,3280,1
14684,-8044,6956,20252,2704,728,1
15696,-6616,4748,17540,-896,4504,1
15048,-4236,6348,13856,-724,3292,1
14076,-5744,9068,13496,-9180,3612,1
16224,7276,-780,13764,5616,6976,1
11500,-2252,3788,4536,-8848,12856,1
20912,-5868,13120,32767,10636,-6408,1
14000,-4328,12356,8420,1656,8600,1
16744,2776,8528,15196,-2492,3744,1
16808,3112,6256,19116,-7392,780,1
14848,-3572,6048,16084,-2428,-516,1
14124,-2280,5640,14732,1112,4616,1
13512,-9352,7924,17876,392,2380,1
14292,-5872,8220,16120,4396,3228,1
14016,1780,9776,15964,-548,3680,1
18764,7320,6736,16052,-120,3424,1
14444,-1792,7888,16024,-3016,1032,1
14876,-2276,7036,17108,988,3012,1
15224,-3600,6240,16732,-1740,3924,1
15780,-1308,7440,16212,-5376,2912,1
14940,-892,6848,16460,-5660,3800,1
14620,-1692,5856,17016,1700,2628,1
15636,1304,7128,15636,5772,3820,1
14544,552,9760,16140,6956,3856,1
15708,760,7776,16164,2712,5576,1
13980,-2192,9568,17080,-5484,2440,1
13572,-4536,8056,16648,-3928,4168,1
20296,-552,4644,16800,-8640,4288,1
14820,884,8040,16164,-1732,4684,1
14860,-404,7768,15120,5800,3308,1
16172,1664,5188,14172,7460,1860,1
16824,1108,4316,16868,900,1896,1
21572,1392,2464,16952,-3580,3932,1
16084,-6044,8332,16204,-708,6364,1
14752,1584,2532,16336,-64,2440,1
12740,76,5288,15616,796,444,1
10780,-3088,9224,15924,2424,592,1
9916,2920,32767,17408,48,4292,1
21092,-10388,1752,16000,-576,5764,1
14536,1624,9664,16192,72,5204,1
12648,200,5692,16204,-3504,4656,1
15700,-2312,2736,17096,-660,3448,1
15808,-5936,4404,15208,1416,4220,1
15552,-6968,4068,15852,6000,5504,1
14896,-908,4768,17000,1296,4608,1
17108,6720,5244,16252,-11468,4060,1
15516,-2144,4912,16072,1204,4716,1
15244,-3428,5068,15748,820,4392,1
16092,-3208,4552,16420,3408,5384,1
16132,-1492,5748,16184,-1044,3524,1
16332,1316,6244,16136,-1016,4336,1
15896,820,4216,15936,-2260,5156,1
15760,248,4036,15976,-1260,4196,1
15612,-1336,4660,15772,-964,4092,1
15136,-3128,5656,16376,344,4412,1
15792,1248,5932,16260,240,3936,1
14796,-3692,6628,15096,4164,7820,1
15936,-5328,6168,13916,-4148,7652,1
15160,-1288,5724,16468,-676,5640,1
15812,-2360,5200,14520,-8600,6916,1
15092,-792,6464,16804,944,3948,1
16472,-1328,6944,16772,420,4328,1
15740,-160,7032,19968,2360,1344,1
14920,-680,7080,20748,-424,1984,1
15600,-4400,6188,13280,-3456,9124,1
15728,-3708,5636,13860,-2868,3120,1
15660,-1824,1136,12512,-2016,6812,1
13088,-3744,5860,9184,-4872,10932,1
19380,-628,10104,30244,4172,-15248,1
13616,-712,9268,5844,-288,2284,1
17292,-5840,6128,16836,1176,4320,1
14992,-3260,5136,17756,-1352,2256,1
15332,1548,6196,15256,-5120,-2760,1
17504,4432,4704,16132,-9292,3348,1
14840,-5612,7404,16976,6728,3812,1
15764,-4760,7936,16700,4412,3804,1
15436,908,6860,16428,1004,1072,1
15808,1408,5716,16088,-3776,136,1
15284,-1568,5084,16100,688,1160,1
15252,-5096,5840,16684,776,2172,1
15724,-3672,5800,16564,3068,2124,1
15168,2880,5508,15700,-4944,1040,1
16140,5840,7456,16356,-6400,3600,1
16500,-3464,7536,17184,-1472,3964,1
14684,-7852,8632,16196,3224,7012,1
16084,-3444,5804,16592,2956,5152,1
15272,3948,5044,16200,-660,3260,1
18488,672,4824,16268,-4048,2352,1
20524,1600,2568,16352,1544,5068,1
17068,-3264,3712,16656,-108,4172,1
10736,-6100,7188,16572,-2116,3096,1
11468,68,5572,16316,552,3284,1
14448,492,9404,16092,1456,1032,1
14588,-3644,17640,15796,408,1444,1
32767,-4232,-3952,16936,1404,5604,1
16660,8672,12784,16552,276,2972,1
14160,-3540,2760,16348,612,4496,1
19240,-3996,3464,16248,4676,3820,1
15000,-4304,3536,16100,2204,3128,1
15828,-844,2880,15576,-5876,2492,1
17896,6888,448,16464,-5288,4816,1
13992,-7884,5784,16592,-2216,3848,1
16852,140,4040,16004,4628,4928,1
16080,-296,5240,16012,1804,3600,1
16456,-116,4424,16004,-1448,4408,1
16012,-2840,4932,16208,-1584,3984,1
15848,-3332,4128,16244,-656,5328,1
16364,-2764,3940,15828,-3556,4280,1
16200,-2368,3372,15872,-2036,4564,1
15720,-2036,3264,16072,-352,3536,1
15748,3772,4032,15884,-1804,4280,1
16116,1964,6048,16432,2116,2192,1
16716,944,4372,15648,5000,2576,1
15948,1376,2700,15664,-724,2924,1
14552,-4528,3756,15936,-5004,4560,1
16672,-2160,5912,16804,-2768,5460,1
14728,-6908,6644,16184,644,6692,1
14200,-11772,5740,15980,2012,5268,1
17524,4564,6172,18188,-2680,3916,1
15116,716,4996,20308,296,244,1
16272,-996,6060,15392,-3528,6216,1
15944,-1924,5332,16264,-2728,3196,1
15448,-2084,3020,11880,3628,6028,1
14356,-2256,2528,5256,-8400,12232,1
18568,-1996,6912,32064,-52,-5840,1
16768,-2068,6336,14512,-968,4892,1
15860,-2196,7232,14840,-2552,1456,1
15612,-824,4060,18760,-2564,660,1
15576,-2860,4676,16016,-1692,88,1
15964,-2200,5428,16204,-1476,2224,1
15828,-2176,6108,16804,920,2704,1
15928,-236,6072,16564,96,2672,1
15676,-2392,5216,16388,-572,2040,1
15796,-500,3880,16228,-1016,1588,1
15732,-1108,3248,16356,-924,1588,1
16232,1176,3072,16680,-2008,1624,1
15200,-612,5764,16244,-2504,2128,1
16256,-6480,10204,16572,3336,2224,1
14936,-2600,7732,16816,2996,5256,1
14600,-2568,6536,16884,-2312,4008,1
15892,2228,3992,15908,-5772,2396,1
15096,-2584,7008,16428,-868,1584,1
15648,-1696,5792,16588,-1364,1924,1
15760,-1228,4664,15964,-1000,4576,1
15744,-456,4692,15204,-544,3892,1
16356,564,3168,13296,112,6228,1
19412,96,2484,19308,-248,6100,1
22496,-292,820,16200,-1408,6176,1
14400,-4072,9596,15800,776,3784,1
12628,-1492,3776,16236,620,3056,1
10924,-1916,7600,15560,-588,1144,1
14592,-1656,9188,15408,388,3936,1
20716,3476,32364,17108,-1164,5124,1
25528,-10468,-6352,16548,-368,5292,1
12908,224,7408,15132,940,5476,1
14016,-1500,2928,16176,-400,4712,1
15936,-2348,2544,15796,-2468,4588,1
17772,-1864,3000,16384,-2024,3860,1
15240,-1788,4496,15392,820,4372,1
16224,-3836,3776,16060,6616,5912,1
16568,1872,4316,14204,-812,5948,1
16296,1812,3196,15928,-6356,6456,1
16324,-1000,4176,16740,-5612,5364,1
16188,-3000,3200,15684,-1612,5020,1
15928,-1704,2880,15328,956,5416,1
16180,-952,3916,16244,-2304,4404,1
16028,-644,3824,15344,-408,5512,1
15844,-876,4256,15836,-436,4276,1
15784,-2204,3576,15280,-1224,3764,1
15992,-2460,4092,16436,-2476,5204,1
15924,-560,5464,17948,-1964,3780,1
16116,-1684,5992,20172,-1208,3764,1
15828,-540,4820,15444,1612,5140,1
16348,-2208,5684,18720,-1996,972,1
15760,-3532,4728,16512,632,4012,1
15964,-1448,4096,16432,-1664,5700,1
15240,-1352,1624,14092,-108,6544,1
14500,-1596,2628,9296,-4304,10768,1
16896,-2596,11216,32767,5056,-9528,1
16836,-844,8928,8224,-1640,1164,1
17016,-2504,8068,13980,-2500,5268,1
15728,-2464,6492,17228,1664,1320,1
14680,-752,6128,15708,2360,-1080,1
16624,-2936,5548,16244,-1644,1484,1
14556,132,5896,16704,1176,868,1
16268,-3020,6260,16816,532,2688,1
15648,-512,5900,16772,288,3020,1
15548,-1736,5040,16368,-8,588,1
15292,392,3848,16460,1612,3124,1
16056,-724,5052,16300,-2108,1940,1
16472,-1556,6048,17308,712,3864,1
14860,596,10316,16748,-3308,1844,1
14376,988,8988,16276,-400,3100,1
14040,-2244,8792,16276,3384,1480,1
14480,-4260,6852,16688,7012,4740,1
15480,552,7344,16224,3516,2564,1
16212,-268,7888,17348,-13424,1700,1
14064,300,8964,16348,1820,3068,1
15028,-3044,8428,16464,3452,2704,1
14836,-580,6972,16236,5344,2712,1
16780,1112,5656,16668,-1980,2428,1
17184,1176,3448,16180,-2008,1828,1
19840,1048,1452,16592,-1376,2936,1
23304,1272,2652,16484,-1272,2828,1
12184,-5264,11672,16332,2304,2692,1
20064,-804,972,16340,2048,3092,1
10900,-128,5940,16060,-436,1864,1
15188,-4872,9804,16392,1448,2160,1
8768,2100,13116,16076,-1416,1536,1
15352,-10724,32767,16848,-564,6372,1
13360,-7248,4536,16132,2348,10436,1
16480,3788,6204,16392,-564,5092,1
13132,272,3184,15520,128,6072,1
13588,-5684,2856,16052,-5344,4116,1
18856,-1444,3164,15584,16,6788,1
16144,-3484,4684,15664,1216,5768,1
15668,-884,3360,16252,6396,5000,1
16844,3240,3576,14160,748,4352,1
16112,-280,3312,15432,-12732,3880,1
15908,-2032,2188,16412,-2612,6436,1
15648,-4536,4312,15592,256,7900,1
16420,-1632,5080,16060,852,6572,1
16132,-292,5512,15748,-1628,4696,1
16368,2352,2860,15248,-3416,5512,1
15364,-4312,3356,15712,-328,4848,1
17220,-76,2996,15160,-3560,5088,1
15520,-5480,5200,15948,1204,6360,1
15572,-3444,4452,15700,-700,8048,1
15372,-4568,5640,16120,-956,4500,1
16616,4400,4100,16016,-4008,5072,1
16300,-756,5736,16196,-4336,4852,1
16488,-1760,3692,17720,-1136,2732,1
15412,-4124,4644,18884,2632,920,1
15612,-2372,3884,18296,-1872,4348,1
15864,-2332,3176,14344,-2208,6264,1
16444,-2136,4724,15572,1924,4232,1
16076,-432,4100,16328,-1276,4704,1
15768,-2232,3368,17204,412,3980,1
15536,-2148,-360,14996,500,3320,1
14620,-3864,764,11448,356,3876,1
15668,3032,3924,15072,756,3772,1
14372,-1596,4972,10724,-4460,3644,1
18308,-4608,14468,32767,10804,-6472,1
16016,-2544,7600,11244,-7560,8252,1
14928,364,11900,17396,5920,3904,1
14684,1268,8020,16808,-2452,-136,1
15012,232,6748,15552,2292,-1232,1
15112,-1328,6056,16352,3520,1864,1
15140,-1256,7284,17064,-2260,1124,1
15680,-364,6976,16528,-56,2700,1
14908,-204,8944,16700,2412,2380,1
15388,316,8696,16476,404,2024,1
14356,716,9712,16888,632,2636,1
15140,-448,8732,16836,-416,2100,1
14804,412,8228,16384,772,1428,1
14072,2468,9748,16220,552,2160,1
14604,-2036,9156,16504,1804,1880,1
14380,-6752,7260,16656,836,3264,1
14112,432,9608,16700,892,2356,1
13632,1972,9668,16116,-2692,232,1
13036,6712,11060,16364,160,2860,1
15872,-5316,7600,16832,7836,3724,1
14244,-1708,8740,16040,3048,2848,1
13208,1972,9480,16864,-2444,676,1
16292,432,7188,16396,-7084,2372,1
17132,844,7216,16196,-1520,2664,1
18444,-372,5776,16288,4668,2416,1
18404,-288,6680,16408,-108,2076,1
14092,-3388,11096,16272,572,1936,1
20728,-1292,876,16396,-1148,3936,1
16340,4876,5244,16556,2128,3528,1
13372,-344,9640,16256,140,1712,1
12032,-1364,10312,15972,1912,676,1
14612,-9192,32767,17132,528,5448,1
23992,-13528,-1356,16440,-2712,5924,1
12084,5020,8132,17308,-224,5172,1
11312,-1424,2480,15764,1976,4184,1
13684,-1180,424,16344,108,4004,1
17512,-1500,3284,15708,-1096,3416,1
16432,-1124,3092,15968,-1116,4608,1
16500,-900,3824,16108,-1588,5300,1
15736,-1196,3472,15296,-72,5364,1
15936,-2784,4512,16036,208,2668,1
16128,-1456,4544,15988,-1188,2972,1
16476,3064,3180,16656,1332,2904,1
15564,-104,2648,13244,-7384,10188,1
15728,-6656,4576,16232,-996,7164,1
16596,-7692,6592,16464,460,7276,1
15940,-3396,5800,15196,-708,7336,1
15384,4484,1780,15176,-5156,5548,1
16236,1248,3920,14880,-7704,4472,1
15724,-1944,4552,15780,-560,5308,1
16292,-3892,4260,15620,1884,6312,1
16148,-2088,3456,16256,-196,4784,1
16316,-1880,3644,15516,-2536,4460,1
17180,-2400,4356,15448,-3308,4100,1
16964,-3296,4740,16432,-1964,4844,1
14208,-3888,5084,17432,-4692,328,1
10672,-7428,9580,14320,3432,5176,1
20820,5512,2520,11780,-12220,6732,1
15028,-9708,2280,20036,-15008,8376,1
17392,-2964,11048,22536,16880,10552,1
16540,-704,7500,10540,-13912,8936,1
16520,-1396,5548,18424,6312,1832,1
15552,-132,4024,16028,680,1928,1
15632,-1664,3652,15592,-5044,1212,1
15892,-920,3732,17112,3264,2044,1
16108,-1384,5132,16280,-192,3552,1
15852,-968,3804,15956,-3588,1900,1
15908,-1456,3808,16300,-1492,1876,1
16028,-1152,4088,16212,-20,3972,1
16020,868,6084,16540,3572,2924,1
19564,-2012,5492,16284,-1004,4420,1
18628,-14332,4788,16488,-144,3724,1
10972,16380,5116,16424,-504,4008,1
12260,-5324,7720,15832,76,604,1
19796,-6384,28584,17284,544,4120,1
17572,6844,2772,16648,1272,4808,1
13924,-3436,8736,16644,844,3272,1
15000,-2368,3684,16516,-1176,3532,1
13836,2596,3404,16348,-1904,2124,1
16500,-2948,3392,16748,-1084,2984,1
16360,-2008,3544,16588,-1036,2352,1
16744,188,5148,16428,-484,1316,1
16204,-3268,2060,16856,-5164,3364,1
15816,-292,824,9464,-7652,7964,1
15848,-2312,1856,30660,21960,652,1
15048,-2432,6180,2060,704,-72,1
15932,928,3452,15652,-1936,1464,1
16060,-816,3592,17336,4800,2116,1
15964,-1540,3088,16012,-1608,800,1
16084,-2196,5260,16396,-1024,5356,1
16180,440,3888,16624,508,3572,1
16636,-2348,3860,16484,-2608,1880,1
16020,-2124,4100,16260,-20,2440,1
16776,736,2188,16416,264,1688,1
16352,-1700,3096,16612,912,3052,1
16256,-292,3912,17012,-784,3232,1
5920,-696,3084,16220,-392,2248,1
13656,2732,-1856,15892,188,3260,1
9952,3008,3232,16416,-1516,4156,1
17524,-1796,2520,16172,-952,308,1
18504,-720,3144,16212,-232,860,1
15228,-964,3396,16484,-752,1376,1
16012,680,5648,16488,-1608,3872,1
16212,1092,6288,16700,-1072,2888,1
15988,-1308,3960,16692,-1092,1928,1
15944,-1292,3464,16772,-1696,1188,1
16208,-3160,5596,16664,-1708,720,1
16628,-464,3864,16556,-940,2488,1
16216,-1464,4544,14792,-8160,4436,1
15720,-596,2344,9388,-1456,8964,1
17696,-3680,4488,32767,14404,-8524,1
16404,-640,4152,8748,6692,-388,1
15716,-1380,4928,14212,-2420,2252,1
16228,-692,5012,17932,4548,2160,1
15628,-2008,6312,16256,-788,2000,1
16572,-764,5540,15704,-3708,4220,1
16160,-104,3796,17336,3832,456,1
16540,-892,3688,16456,-2544,3092,1
17092,-204,3188,16552,460,2816,1
15764,-3452,8020,16320,1500,3152,1
11692,1468,8640,16816,-696,3612,1
13248,4048,6788,16248,-448,664,1
8984,-2096,-1568,15684,1072,-136,1
16240,3996,4708,16200,-64,1084,1
18580,1888,4512,16704,548,540,1
17908,-2484,5544,16588,-640,764,1
15216,-2204,6628,16748,-1360,1304,1
16052,-1332,5104,17924,-2940,2124,1
17388,-1600,5076,16352,812,884,1
15364,-2248,3504,10964,-3508,7260,1
15092,16,4136,10640,-992,948,1
14008,-3400,7180,9472,5360,1380,1
16200,-236,5648,22936,-2504,3928,1
15432,-1684,4204,13224,-172,1716,1
15748,-1032,3052,9528,-44,7400,1
17184,-748,6404,32260,1388,16,1
17028,-3104,3096,12224,-9928,3740,1
16820,-2408,5084,14364,2928,2308,1
14500,-964,6724,17464,1288,3276,1
16420,-1700,4024,16468,-804,2336,1
17104,2448,4944,16288,168,4136,1
16008,-2712,10028,16552,-608,2232,1
10088,-2248,14852,16316,464,2424,1
20184,6140,-224,16700,-212,2932,1
11828,-2508,2048,16164,-508,2036,1
18232,-1200,3028,16424,-1440,1396,1
16396,1724,3160,16448,-400,436,1
16272,-4600,2932,17548,256,812,1
16272,664,4896,17324,-3208,1300,1
15516,-2404,4392,17768,-2980,3480,1
15972,-1956,5180,13792,1416,5564,1
15416,-1632,2488,10740,432,4116,1
16880,-2348,3636,28196,-524,-13148,1
15856,-580,4840,11172,-1108,-3264,1
15592,-1832,3992,14872,840,3656,1
16200,-1524,3720,18148,-1908,2620,1
16084,-960,3460,15416,740,3904,1
16660,432,2344,16436,-3336,2304,1
16464,-2752,4136,16432,3648,968,1
18256,-2528,3536,16684,1472,2544,1
15516,-1640,5620,16888,580,4984,1
13856,-708,4484,16580,36,3732,1
16688,1896,5224,16412,116,1228,1
17592,-5052,7668,16400,2492,1900,1
16076,-1228,5340,16688,-696,1332,1
12120,2512,6308,16340,876,1552,1
18032,984,3388,16680,860,3628,1
15660,1000,1720,16360,-1100,3496,1
16344,1356,1568,16332,-736,2344,1
15704,-2172,1448,16252,536,1368,1
16336,112,2036,16568,196,472,1
16168,-1292,3004,16244,-1240,2488,1
16208,232,4004,16672,16,1724,1
16812,-520,2768,18512,1572,1372,1
15888,-2244,2020,19548,864,-664,1
16420,304,4816,15736,-760,5108,1
16272,-2356,4336,14640,-524,3156,1
16084,-1248,1980,13724,-1908,5420,1
16016,-1676,2160,14056,-2680,9016,1
17028,-416,5144,26340,-8836,5356,1
16392,2732,2912,17508,340,1148,1
15576,-4628,2448,16176,2480,4184,1
16088,-4364,9248,17648,1156,56,1
16340,828,4640,17144,24,2848,1
16184,8216,6312,16576,-8884,3256,1
16304,-780,5996,16656,432,1708,1
15056,-7460,5888,16152,7236,1408,1
15636,-696,4260,16168,3300,2464,1
