Lx,Ly,Lz,Rx,Ry,Rz,label
24648,2296,-3432,16620,944,4560,1
11228,4712,348,15772,1828,3240,1
17672,-5120,-664,14784,-1336,3820,1
14316,-4580,-5256,15628,-1668,4944,1
17344,5040,2300,17400,-4200,4604,1
13888,4192,10444,15852,2360,3616,1
21052,-8744,6924,16748,-496,2096,1
18736,3632,4892,16628,2148,2696,1
13396,-7304,2056,15748,-84,4700,1
17576,6132,-36,16796,-1768,4188,1
15720,-1564,-5112,15704,-3064,4096,1
13700,7476,1160,14460,-1356,5156,1
16624,-17996,6800,14320,236,5328,1
19004,3004,6212,19228,-2300,3588,1
16380,-1436,8204,20204,-404,-296,1
16216,-2136,5168,20288,96,5268,1
15380,-428,1092,11200,-1680,11868,1
15908,-1920,1236,12116,340,6024,1
16036,-3492,5780,14412,-7660,6288,1
15792,-2076,6408,19756,-5364,6124,1
15600,200,4860,18168,-536,4528,1
15128,-2952,3412,5916,-9440,11332,1
15588,-2492,1680,21928,-3708,-9272,1
15744,-1620,5664,11904,1032,-1076,1
14416,936,2464,17152,-1752,488,1
19932,-2212,8876,15892,-1824,80,1
15212,-928,15348,16780,2568,-300,1
14056,-9864,8768,17228,5396,1380,1
16192,3464,3792,16672,-104,876,1
16816,1564,2624,16024,-3240,-964,1
15784,-2564,1884,16364,-9480,1008,1
15484,-3520,3124,16456,-7768,2184,1
15812,-692,2564,17072,668,1348,1
16488,-2528,2192,16536,4760,3484,1
18548,1260,4468,17072,5012,2392,1
18420,284,2548,16552,-1668,2072,1
16624,324,3512,16496,-1076,960,1
16776,-1188,7416,15804,1076,-1644,1
12492,-1828,12488,16784,3216,1812,1
14824,-4092,5860,16944,-1224,4196,1
13236,788,7080,16580,-676,2972,1
14688,1688,7768,16220,348,1528,1
15696,464,8932,16212,712,408,1
20776,-7780,30568,16712,932,2652,1
32767,-4016,184,16628,2328,3704,1
15508,3172,3300,15576,492,2280,1
14244,-4888,760,16180,-1528,1892,1
17432,-8,1396,16436,40,2520,1
16536,-2320,2052,16364,344,4024,1
16160,-312,2288,16052,-180,2700,1
16008,-2616,896,15916,-228,3684,1
16080,-1772,-76,16460,-1720,3008,1
16052,-2048,1564,16764,-1708,2120,1
16132,-2960,2064,16700,388,4016,1
15972,-2280,1512,16308,-2668,2264,1
15864,-2684,1464,15628,-432,4508,1
15716,-1660,1700,15584,-2220,3912,1
16236,-2592,2344,17376,-2404,3904,1
15856,-1968,5872,18580,-2940,4564,1
15864,-3264,2092,19348,-1248,10796,1
16272,-2024,7796,12416,-3344,10976,1
16072,-2152,7492,11364,-4472,12072,1
15632,-2060,5308,9104,-3200,5096,1
15264,-2344,3456,11284,-1216,4228,1
15972,-3412,7164,15640,-7860,9224,1
15576,-1588,5336,15360,384,7104,1
15480,-2948,4852,15764,-3160,6832,1
17728,-5228,3508,18704,-3164,-18036,1
16776,-76,7376,13120,-3280,3624,1
15368,-3136,7200,15104,952,2420,1
15068,-564,7800,18004,936,-36,1
13976,-2540,8176,15768,4976,-2376,1
14136,-3068,6440,15904,-1608,-392,1
16392,-84,6608,17344,-5476,4180,1
16364,312,6428,16760,-6016,1968,1
14776,-912,9360,16348,-920,504,1
13800,-3028,8708,16196,6184,664,1
14892,-2724,5480,16512,3420,2460,1
17412,1248,4596,16924,-3480,3228,1
18348,800,1516,16704,-3452,3340,1
20272,-452,2440,16444,2676,1760,1
16892,-3988,8844,15648,712,1572,1
13408,-1556,4984,17272,972,4092,1
10904,1480,8656,16424,-456,3420,1
13504,136,8920,16344,1896,1676,1
14552,1048,10972,15316,2552,336,1
13172,-2008,13952,15696,1440,1584,1
10700,20732,32767,16864,680,3752,1
12812,-5204,3540,16128,-1284,7224,1
18760,-6380,7040,15544,1092,5316,1
15048,-1980,3892,16484,-1000,3864,1
12700,-1700,328,16040,-2372,7664,1
16296,-112,-804,16392,-3560,4572,1
15936,-2108,704,15296,-3396,4100,1
16048,460,2964,15920,868,3036,1
15828,-6456,11048,17164,2828,3444,1
17468,-3544,6688,16736,972,4924,1
15768,3948,7396,16108,-2168,5384,1
15932,-1236,1868,15352,-1624,2344,1
15736,-3252,2144,17904,-48,-664,1
16940,1028,5348,20264,-2228,-1084,1
15700,-1224,5368,23912,-856,1160,1
15928,-3256,4312,13260,1812,13076,1
15916,-4104,5748,14800,-532,2320,1
16136,-1152,3708,12116,-3528,6640,1
15396,-3920,-92,13188,-2572,7708,1
15388,-784,2584,5984,-10668,12792,1
15920,-6000,2228,32767,18520,-3988,1
13308,-600,10292,5424,-584,3120,1
15256,-5248,9564,15960,1328,5688,1
15372,-2016,5640,16568,3772,1828,1
17160,3280,6304,15920,-6756,-3936,1
15008,-2912,5672,16500,-3180,1760,1
15120,-1160,6892,16756,4088,2604,1
14408,-5284,7776,16172,4596,464,1
15752,-1688,7612,16448,3388,3572,1
15336,-2040,6424,16124,-556,1600,1
16492,196,6020,16980,-5160,2568,1
16428,-1300,2900,16168,-2960,2160,1
19192,-3808,1560,17452,3204,5176,1
18976,2764,892,16680,-688,3960,1
16656,-2068,4844,16288,-1532,952,1
14756,-3236,5644,15952,3616,852,1
13812,612,6784,15944,1520,1356,1
14044,-4764,8124,16940,-544,4680,1
15528,-916,9340,16144,724,2256,1
15488,-3672,8672,15440,1848,-368,1
16216,1512,10880,15792,1624,1324,1
4620,2980,1280,15792,-828,2792,1
14784,-11284,4068,17348,-364,9748,1
14680,-5704,6356,15824,-104,5892,1
15304,2108,1720,14308,-2164,6052,1
15556,2772,-1048,16664,-3696,3356,1
15912,-3140,3712,15608,-516,4180,1
16192,-4220,6392,16200,2160,5316,1
16072,-2328,3840,15520,-1208,5620,1
16172,-2292,2908,16112,-1244,4304,1
16240,404,4208,16468,-1808,3728,1
16620,-2736,4760,16300,548,3660,1
15956,-568,3896,15708,-224,4772,1
15784,-1452,3652,16156,-1192,4020,1
16572,-1964,3908,15744,-2740,3456,1
15776,-2304,5352,16260,-624,2756,1
15776,-1252,4144,17228,-2432,1764,1
15116,-2876,5652,20248,-3060,2176,1
16820,-2468,4300,19684,-160,8152,1
16248,-2172,7408,12356,1084,10820,1
16316,-3036,7180,15116,-5792,6012,1
15396,-1196,5872,13740,-1172,6776,1
14988,-2476,1576,15980,-400,7752,1
14440,-2048,1192,12104,-8524,9628,1
15692,-1328,1120,16576,4480,7472,1
15108,-1888,10988,12516,3712,-2164,1
16540,60,7480,17772,-6780,5476,1
14532,-3384,9800,15848,3520,2216,1
15388,-2168,6220,15108,1812,476,1
14960,-3076,6000,16748,1032,1968,1
14924,-4732,5812,16132,2972,2888,1
16476,3412,6540,15988,-1544,768,1
16048,0,8852,15964,-8988,-1124,1
15816,-1052,6816,15840,-6016,2772,1
15388,-3168,5720,16916,3740,2960,1
15728,-3616,5600,16360,4660,4044,1
16576,-116,3776,16768,-968,2708,1
19592,692,2004,16452,-7880,3288,1
19660,740,4268,16908,2832,3232,1
16588,-512,7868,16384,4220,2496,1
17784,-6468,-352,16876,212,2616,1
14860,5848,3760,16240,-372,-256,1
13024,13428,18816,14756,2412,-2612,1
9668,-4768,14396,15772,1908,160,1
17464,-5140,14332,16888,-680,3260,1
19688,-4576,6240,16368,360,6120,1
16316,9508,5052,17104,-1796,8284,1
14244,-6012,1056,15212,-408,5268,1
15964,-2704,-716,15796,-236,2404,1
16040,-1404,5296,16892,-140,1728,1
16556,-396,6040,16856,-1244,4668,1
16324,968,5856,16424,16,4360,1
15776,-2732,3240,15744,588,2324,1
16088,-3524,5040,14568,2484,712,1
16256,-336,3440,18136,820,304,1
15996,236,3568,15908,-2484,8140,1
15668,-32,1704,16012,-4036,8640,1
15688,-5184,524,16032,-3700,4744,1
14460,-4612,8188,15988,1364,2864,1
15592,-2440,5932,16160,552,2380,1
15940,1816,5792,15504,-1468,1188,1
16612,836,5260,16004,-1272,1088,1
15796,-4932,4844,19912,2152,2240,1
15556,-3332,5032,19600,-1540,5308,1
15740,-996,6312,18112,-1888,6504,1
15832,-3732,6696,15332,-2560,3304,1
16228,-1720,6852,15368,-2292,5380,1
15436,-3060,3576,14764,-3044,7008,1
14872,-1684,-260,13232,-920,5140,1
14112,-1488,-796,11476,-2612,9220,1
15412,-3244,9112,32767,5576,-9532,1
15792,-624,9196,4112,-5052,1708,1
17880,-3588,9192,18616,2236,2928,1
15460,120,6848,15072,-1048,208,1
15104,-1048,5484,15176,2984,-3012,1
15420,-664,5388,16812,-300,-1036,1
15352,-556,5184,16424,-1152,1608,1
16624,-1612,6636,16580,3176,1260,1
14076,-2776,7924,16580,4736,2960,1
16688,412,6212,16908,788,2548,1
15020,2192,7056,14744,-10980,1644,1
15952,636,7672,16252,-8300,3276,1
15780,-4580,6644,17252,8828,1924,1
15240,-644,6256,15864,4632,2960,1
15500,336,4100,16640,-656,3332,1
17892,-132,3020,16992,-2736,4544,1
17796,-328,668,16200,-1336,2752,1
18904,-152,4024,16868,-84,2404,1
16428,-764,7524,16508,-3896,3148,1
15476,1436,-284,16684,2640,940,1
16120,-2064,6948,15980,2568,-440,1
14748,2172,12200,15544,1600,-2048,1
11064,-2816,13124,15644,3276,-1280,1
13816,1396,12680,16044,2744,184,1
15228,720,13692,16676,-796,3720,1
20976,876,-2464,16208,196,3836,1
15236,2356,3216,16204,104,1820,1
14948,-184,5384,16084,296,1060,1
17340,-3556,4008,16460,744,1284,1
16040,-2760,2184,17236,28,3604,1
16232,2684,1996,15496,-956,5488,1
16484,3436,328,17300,-2960,3628,1
16508,-1700,3840,16224,-700,3464,1
16572,1028,4056,16668,192,2912,1
14152,-7036,10536,16360,-960,2764,1
15960,-4176,5816,16304,2368,4360,1
16548,-2800,5208,16036,1324,1960,1
16584,2192,2648,16564,-528,1852,1
15508,3076,2932,16228,-2072,2456,1
15960,88,4692,15852,-1116,1812,1
15680,-4324,7252,17996,-1476,1528,1
15588,-2272,4776,24156,-4036,-312,1
15744,-836,4548,18972,-1328,1580,1
16128,-2404,3524,14704,-1080,5120,1
15268,-3520,2904,12292,-1776,4376,1
15584,-2192,5340,11344,-3240,7984,1
15264,-2056,3348,13136,-3532,11528,1
15460,-2528,3892,19472,-2692,9188,1
15916,-1912,6356,19352,-2752,-632,1
14920,-1588,9504,21600,-2696,5928,1
15908,-1996,5052,16384,324,1616,1
15196,-696,5300,17364,256,-976,1
15536,3508,3668,16836,528,-912,1
14980,-1400,9592,16076,-4508,-788,1
15604,-5424,7688,16796,-588,792,1
14904,-5980,7692,16940,4968,5424,1
15020,632,8300,16804,4324,2340,1
15584,3492,6272,16788,7400,4708,1
15320,-1136,6244,16488,-824,2496,1
15584,-1420,6188,16140,-11600,1148,1
16036,-1144,4840,17200,-8648,3128,1
16552,-236,4100,16680,-72,3948,1
19588,1308,2036,16708,4604,4444,1
18832,-2652,3064,16200,1484,1736,1
17144,-688,6824,16588,2960,2380,1
10912,-3012,7516,16040,-4028,2732,1
15724,3148,5992,17588,2264,4140,1
14044,-2100,7380,16296,-308,1620,1
15724,-688,8664,16044,2240,144,1
14136,380,10320,16068,1984,700,1
14404,1516,19684,16868,1812,784,1
32767,-6164,-4876,16732,4756,-2536,1
15456,10488,1824,15576,2068,-308,1
16680,-4756,848,15868,1252,2584,1
17920,16,1588,16328,-1220,4276,1
16768,-1792,1284,16312,-2372,4340,1
16220,-1200,3340,15992,-1388,4596,1
16604,-3088,3140,16040,-1984,4884,1
16132,-2296,-572,16168,-2924,6648,1
15340,-1784,-3584,16056,-1956,6332,1
16060,-1528,-1632,16520,-2460,2212,1
16012,-304,4516,15772,360,3024,1
16396,472,6008,15932,-276,844,1
17216,-8384,13972,15132,928,2924,1
18824,3348,5308,17108,1208,1208,1
15204,-2896,2188,16620,-2684,-372,1
15260,-3068,1680,19856,-3952,-1828,1
15544,-524,2944,21900,-3024,5224,1
16032,-3756,2928,15660,-3864,10848,1
16520,-1348,9448,10440,-1220,11304,1
16272,-3648,6316,11912,-8,3444,1
15632,-340,3280,12088,-3864,5560,1
15252,-1692,1420,15096,3364,5804,1
14772,-5088,-336,18472,-5052,5540,1
14868,344,-1480,13760,-5004,8700,1
16672,4,9896,17200,-2328,-8328,1
15724,-5020,12864,8724,-1100,-3588,1
15224,-3104,7672,17208,2048,5920,1
15016,-1904,7152,15284,-608,1448,1
15008,-2240,4956,15452,-1240,-2424,1
15648,-284,4248,16568,-700,-448,1
15372,244,5140,16612,6072,2708,1
15560,-3532,5800,17268,1292,1604,1
15360,-1228,5904,15596,-5388,240,1
16536,-976,5300,17344,-12044,3192,1
16784,-1324,6688,16364,-9244,4016,1
15564,-1760,5420,17004,10424,4852,1
15944,-804,3200,16032,6060,2444,1
16456,-1516,2908,16620,-2028,1156,1
16840,1156,4068,16772,-1652,3760,1
18188,-1316,4608,16508,2156,1836,1
18584,-2484,3392,16136,1832,860,1
15212,72,7732,16680,-892,1140,1
15272,-1828,3700,16712,1100,1308,1
13684,-2484,6284,16240,712,1080,1
16012,-1948,8952,16748,-344,3672,1
16148,-1320,8964,16616,724,1888,1
14732,2672,12592,16300,256,4,1
10784,516,18576,15928,520,2224,1
16336,-14868,1376,15580,4736,1684,1
18096,8332,2900,17260,668,4132,1
16788,-5772,1064,15968,368,4248,1
16200,-476,1296,15908,-5864,10316,1
16156,-1220,-1396,17620,-424,3360,1
15480,-3024,-2612,14972,2332,2856,1
15760,-652,-2708,15032,-3268,7228,1
15284,-3016,4804,16508,-1668,4380,1
16024,-3380,10432,16644,172,2880,1
17744,824,4788,16928,-1116,7568,1
15908,-904,3420,14836,1188,5380,1
16000,-2064,1724,16448,-212,1696,1
15868,-280,2956,16696,-1304,1820,1
16272,-888,5584,19024,-2656,752,1
16380,-3064,6412,24436,-2368,2916,1
16380,-884,4208,15716,2520,10232,1
16004,-3488,2872,13208,-1636,3300,1
15844,-2268,2972,10360,-2980,5632,1
15576,-3576,796,10296,-2040,8200,1
15752,-3584,2976,13300,-10308,9512,1
15424,-3100,752,15916,-5016,11456,1
15872,-2968,3644,17324,6320,6900,1
15456,-624,5796,12396,-2728,-4696,1
15096,-3332,8808,20780,-1016,24,1
15648,-1648,5152,17212,1796,1940,1
15740,-800,4392,15876,2212,-1732,1
15220,-3404,7780,16428,2948,-4116,1
16908,-576,6188,16744,704,988,1
15552,-2000,4608,16668,2028,3716,1
15784,-668,5448,16624,-1820,-224,1
14888,-3168,2972,16728,-4208,1564,1
15940,-980,5880,16372,-8728,1544,1
15604,-1276,5840,16796,-4096,3448,1
14884,-2688,6240,16080,8192,4112,1
16980,-904,4192,16900,9156,4560,1
17168,-612,2412,15972,7540,2696,1
17292,3232,3484,17040,-6268,2936,1
18176,200,4360,15592,-5564,2072,1
19176,-1016,6708,17420,1304,4636,1
15940,-5084,8228,16964,668,4180,1
9156,-4556,7992,16244,-396,2124,1
10280,2396,7500,16140,2304,3936,1
13048,-3208,9884,16168,1944,540,1
14736,300,11692,15924,760,520,1
18120,360,10796,16456,2156,2176,1
17644,10452,-6328,16272,1244,2684,1
14568,3672,132,16560,284,3968,1
18984,-1856,3568,16308,-120,4400,1
17148,-2136,2244,15984,44,3344,1
15084,-2076,1584,15976,-1124,6528,1
15916,68,2092,16104,-772,4332,1
16364,-1752,1108,15804,2000,4108,1
16504,620,2456,15516,-996,4196,1
16272,-1764,6456,16408,344,3712,1
16180,-1852,4740,16664,-2340,5752,1
16776,-1860,2884,16404,-3284,4332,1
15172,-4696,2496,15584,20,2244,1
14980,3752,5828,15408,3692,3588,1
17436,-8948,4404,16264,-176,1764,1
16524,592,6368,17372,-2876,2372,1
16344,-656,3636,23128,-5696,276,1
15512,-1588,3472,20216,352,4392,1
15704,-2952,4424,14396,928,7424,1
16244,-2100,5660,13116,-656,4780,1
15980,-1944,5576,12820,-3484,5788,1
15368,-2308,3528,14904,-20,8112,1
15704,-3404,548,14060,-2792,8716,1
15520,-2224,2056,10668,-6076,9020,1
16644,-4972,5324,32767,7776,-20188,1
15428,80,7244,6556,-10220,2268,1
15636,-2480,6952,19176,1800,648,1
15968,-484,4388,16056,-124,-732,1
16076,-400,5340,15916,5948,-892,1
15936,-1380,5912,16836,1316,1856,1
15968,-484,4208,16176,-5204,348,1
15804,-364,3056,16288,-6072,732,1
15584,-1960,4092,17176,-1760,3016,1
15520,-984,3908,16732,4352,2144,1
16788,516,5316,16420,3708,1472,1
16612,1992,5388,15460,4900,-1488,1
17000,156,3652,16184,6244,1808,1
16876,1152,1748,16848,-15088,5292,1
18348,-1216,1772,18348,1576,5488,1
18556,-2248,4088,16164,760,2644,1
14708,-1528,8520,16236,4520,816,1
13696,-2136,3884,16344,4380,2300,1
12932,3080,6536,16392,-6228,-612,1
15788,-2960,7444,17420,3592,3264,1
16916,1816,7688,16220,-408,524,1
15960,-1132,7372,16200,1856,-760,1
12140,2132,10024,16276,108,1872,1
14344,212,11372,16508,424,2040,1
19648,-5880,1832,17128,1356,5608,1
18300,2200,2060,16436,-428,3716,1
15536,-4972,-80,16088,256,2880,1
16760,512,484,16304,-1384,3504,1
15912,-2796,-820,16380,-760,3312,1
16364,-940,2688,15720,-140,3164,1
16608,-3576,2460,15752,-748,3900,1
16588,-2540,2096,15480,-1872,5488,1
15924,-1740,1056,15544,1092,4292,1
15944,-3220,592,16720,-5484,7144,1
15660,-816,3464,16056,-1164,6768,1
16056,-2608,3512,16456,-3760,5268,1
16508,-772,5644,16352,-1976,5316,1
16860,1324,2248,16092,-4112,3328,1
16188,1140,3704,16284,1412,2380,1
15520,-3756,4604,16684,968,2012,1
15996,-5896,5980,18656,648,1992,1
15700,-3396,4568,21104,696,-3400,1
15848,4496,2064,22864,-1532,5744,1
16560,-5592,1364,8784,-3536,14884,1
15556,-2304,6812,7112,-5420,11872,1
17124,-936,6776,12112,-688,5264,1
15460,-3076,5052,13300,-1060,6264,1
16100,-1560,4128,17480,-11024,9284,1
15356,-3512,528,13336,-4200,9036,1
14968,-760,-2880,10760,4892,7632,1
16884,-2948,6816,30596,-6880,712,1
16292,2076,5604,16648,-588,2880,1
16896,-3072,7884,15096,5052,2312,1
15388,-2600,11304,17292,-1984,1244,1
15444,-4516,10116,15696,5016,-1288,1
15676,1584,2788,15960,2348,5460,1
15576,3788,2804,16876,-8012,2576,1
15272,-3192,4744,16532,-2688,2616,1
15940,-3064,4852,16556,-3988,2160,1
16560,-64,4936,16340,-2152,2596,1
16668,-1352,4456,16496,-140,2896,1
15992,-948,4008,16508,5892,4784,1
16760,-992,3408,16772,-1236,3088,1
16472,612,2796,16420,-532,3724,1
17264,380,2632,16224,-528,3104,1
18360,476,4884,16208,2380,2360,1
15696,-1488,7868,16252,1524,1344,1
12616,-3172,8836,16296,1068,3136,1
13192,-1944,7940,17008,-404,3528,1
13612,-1520,8036,16240,1364,3792,1
14520,1172,9356,16208,584,2184,1
13248,-996,11048,15892,3780,332,1
13544,6692,11896,16668,-3892,1900,1
21784,-424,-4048,16692,2264,5444,1
15984,3000,2836,16144,-216,4860,1
17732,-464,2760,15696,368,3972,1
16648,-4440,2684,16032,944,3140,1
16148,-1380,2840,16016,-1428,5000,1
15964,808,2848,16292,-788,3732,1
16048,-3408,1868,15672,1024,2684,1
15576,-2508,2500,15732,388,2016,1
16108,-1528,3276,15208,-1312,5764,1
16172,-2220,5908,16672,-2132,7072,1
16568,-2384,5920,16724,532,5360,1
16012,-3000,5540,16112,-1108,2292,1
16236,-272,3920,17320,992,1300,1
15632,-1540,4168,21536,-2636,-2688,1
15840,-1456,2112,22528,536,5348,1
16336,-3752,3788,13156,4456,10152,1
16264,-1616,6096,11508,264,5536,1
15896,-2584,5056,9960,-3964,8256,1
15308,-2056,2240,14076,4424,7884,1
15640,-3108,2424,16000,2056,10008,1
15956,-1084,3928,18152,3208,14264,1
16196,-1756,5600,7624,-14240,13688,1
15616,-3100,6888,15004,4316,-1312,1
15740,-2620,5524,19208,-2132,6092,1
15620,-1780,3676,14868,-7512,2004,1
15556,-624,4756,16968,2700,-2944,1
15804,472,5720,16212,-2188,252,1
16076,-56,5884,16212,-2048,1132,1
15852,180,5652,16452,-876,2356,1
16024,-192,5500,16216,-2776,2428,1
16548,644,6012,16308,-2700,4884,1
17340,-1628,6396,16524,-5212,5120,1
16236,-4192,6192,16856,1032,4380,1
14740,-740,6708,16120,1956,2952,1
14372,576,5984,15784,-444,632,1
14768,592,6036,16132,-1348,2344,1
17504,7296,5756,16720,-2696,4764,1
16308,3988,8336,16644,216,3904,1
14024,-3176,8020,16224,4520,1236,1
17080,1412,4048,16132,2340,1028,1
16072,-32,4836,15920,76,1752,1
14340,-152,4680,16572,736,4076,1
13864,-2172,5324,16184,-36,2372,1
14208,-1832,5512,16452,328,4036,1
18416,-14520,-1752,16516,1536,4112,1
16128,6132,-2964,16728,-2348,7280,1
17772,884,-396,16096,-480,4256,1
14560,912,3808,15784,656,716,1
14948,-12232,3952,16424,156,4016,1
13808,5268,3180,16308,-568,3808,1
19276,-2772,-76,16468,-1068,3248,1
14496,-5640,700,16088,-724,2492,1
15664,4312,344,15996,1236,1876,1
16468,-2672,2704,16196,332,2748,1
16592,-992,2064,16952,-2132,2944,1
15536,-1828,1640,17832,-1564,-52,1
16620,-692,3560,19160,1712,900,1
15648,-4648,1804,19360,2252,5536,1
15336,-2984,3276,13576,-2728,11076,1
16512,-2924,5116,14816,-1800,10468,1
16160,-1568,6760,12708,108,11620,1
16348,-2584,6800,14228,-2932,8536,1
15684,-3696,4592,11620,-9376,6100,1
15724,-3340,2400,13032,-4776,6488,1
15444,-3192,588,16416,1692,6696,1
15388,-2320,2324,14712,-5948,14120,1
15624,-1552,908,14752,-1792,10244,1
15952,-972,5864,12956,4728,252,1
16512,-1348,9984,22560,-6220,3404,1
15072,-2728,7672,17144,-2076,1764,1
16536,-1192,6568,15052,4228,44,1
16160,-1184,5788,17364,-7840,2296,1
16104,-412,4892,16408,-748,2544,1
16708,-856,4076,16068,-2616,2728,1
15536,-1164,3296,17112,5092,1380,1
15136,-1048,3564,16016,5484,136,1
16624,648,4880,16424,3760,1092,1
16688,2444,7024,16424,-7384,3132,1
15272,864,9676,17552,9352,2576,1
13880,-2836,8624,16284,5444,1948,1
14144,3168,5920,15420,3088,840,1
13900,444,7588,15400,-2876,-492,1
15924,-4040,7824,16548,-1488,11064,1
17560,2644,8856,17184,-1788,6784,1
15616,-2024,7764,16784,-2624,5688,1
13604,-1204,6368,15248,336,-32,1
14276,184,5204,15808,7092,-740,1
16292,-536,4268,16116,1456,3232,1
16504,32,4120,16924,-2200,4840,1
16800,1124,4140,16492,672,6052,1
14908,1060,3856,16284,-188,3928,1
14064,-1764,4028,16468,108,1908,1
14304,-1260,4388,15532,2720,3948,1
27580,-2916,2540,20612,5616,4108,1
13604,2588,-2256,15240,-4516,4328,1
14148,-3488,-4432,15472,-664,4424,1
16268,880,-1396,15136,-1812,3720,1
16628,-4444,1240,15452,-1316,2732,1
15748,-1492,6092,15756,-2408,2020,1
15496,-4504,5968,15884,-2868,1912,1
17044,-2212,4616,18324,-4652,1488,1
16408,-2280,76,17996,-2524,2760,1
14736,-6188,-1652,15808,-876,5964,1
15036,-2800,-1612,14580,-1576,7048,1
15916,-3252,3644,13492,-2084,9316,1
16480,-3284,4828,11228,-728,11660,1
16460,-2260,8764,11864,344,6536,1
16016,-1744,7312,12900,-2676,7600,1
15472,-1948,716,16980,-4792,6196,1
15120,-3148,-1220,18152,-12,3892,1
16360,-2940,468,15848,-7392,7408,1
16288,-2332,1528,8760,-5844,10364,1
15828,-2004,-264,11688,-944,15780,1
15084,-6208,-500,17840,8608,2460,1
17524,704,8616,24812,-1808,2116,1
15776,-2272,8632,14520,-4384,-4272,1
15780,-884,5664,17988,3132,2000,1
17120,-3208,3064,16884,-1124,1564,1
15484,-280,4024,16588,-1216,968,1
15468,-148,5224,16836,1504,4156,1
16780,-1016,4788,16664,-5600,1544,1
17304,-48,4220,16344,2000,1072,1
17396,-360,3452,15948,1536,1888,1
17024,-812,5964,16028,4300,2304,1
13844,-2784,11228,16432,-1316,1580,1
15668,-2544,6068,16692,1188,5464,1
14608,1440,7708,16780,-1584,5452,1
14776,-7340,7832,16508,252,3924,1
16268,880,6424,15724,1120,1660,1
15396,-2460,6228,15568,640,164,1
11116,3072,10972,16752,-1800,4336,1
18348,-3104,26576,17296,976,3576,1
22056,-6652,640,16956,620,4376,1
15752,-3752,3732,14888,1176,6000,1
11104,-1516,1416,16028,-1284,3760,1
17564,2372,1140,16096,-1188,3664,1
17644,-244,3284,16840,-736,4420,1
15740,-256,6136,15772,-604,3956,1
16732,-6328,4104,15932,1008,2076,1
16428,-856,2704,14224,1272,1848,1
15792,-712,-916,16332,-236,5636,1
16472,-1492,2128,15048,-2296,6656,1
16116,-2856,3784,15964,-5356,5960,1
14160,-2240,8632,18200,-5388,4584,1
16268,-3228,8208,17560,892,4004,1
17144,-1476,284,21188,-264,164,1
12208,-4060,352,17260,-1088,9248,1
16840,-1308,4292,14804,-56,10236,1
16724,-1140,6300,7812,-2508,10576,1
16220,-5020,7184,12000,-2752,5676,1
16620,-2628,8184,11144,-6600,8020,1
16324,-3568,876,12316,-6040,11044,1
15112,-2236,-1928,11748,-3088,10136,1
15064,-2172,-1584,12828,-664,11272,1
16448,-6432,2716,23460,-4500,3476,1
18320,580,7616,23780,-4696,5900,1
16084,-3440,4388,15216,4212,1124,1
16148,348,1276,18700,-1008,-368,1
16776,416,3180,16532,-2712,1496,1
14496,228,7108,15804,-1584,1512,1
14824,-916,8412,16688,6784,2868,1
16096,-9556,5560,17132,9828,2448,1
15336,-588,5380,15872,9580,2060,1
15436,5640,9160,17172,-21912,1120,1
16296,2468,5904,17132,3028,3892,1
16360,-6880,3404,16756,-3224,5132,1
15300,-5420,2548,17164,7672,3812,1
15052,-2276,5840,16252,52,1520,1
17288,524,2292,16052,6404,1636,1
21024,5612,1624,15552,1688,2084,1
16740,-728,8396,17084,-12200,-324,1
10196,-5132,8052,17048,2640,7080,1
16904,780,4516,17096,-520,5620,1
12844,-2848,7368,16560,-2048,2564,1
15696,-3236,8080,15892,3360,1680,1
14984,-832,8936,16232,1432,-480,1
11184,2064,10792,15888,88,436,1
24420,1748,-22360,16452,3504,3284,1
11348,5012,1952,15064,1656,7000,1
20048,-284,7496,15672,1584,4796,1
17428,-5152,2612,16764,-4072,2704,1
14712,-2132,-16,17148,-1548,6564,1
14880,-488,172,14516,-3056,7856,1
17204,-5316,2140,15156,-1748,6380,1
15728,-2608,1120,16108,-3368,3484,1
15520,-3320,-724,17748,-2156,4532,1
15908,-732,-2128,14772,-2000,6008,1
16392,-1052,7284,14676,476,6324,1
16724,-3200,6280,14760,868,5428,1
16816,-760,5044,18828,-548,2324,1
15868,-2940,2584,19956,-1532,1112,1
15412,-3884,2756,18352,-3636,7284,1
15716,-3520,576,14760,-1672,11624,1
15604,-4824,1768,12348,884,4556,1
15924,-2816,4116,13012,-1236,7428,1
15568,-3696,3604,14336,-4264,8524,1
16032,-2880,4528,13236,-7228,7744,1
15544,-1564,3224,11476,-2360,10376,1
16328,-4540,3452,27672,1644,12720,1
14704,-2852,4244,13336,5732,-996,1
15520,-2592,3912,17888,696,6472,1
15344,-1580,1184,16372,-532,3380,1
17300,-2080,4720,17500,-8404,-568,1
14896,-2728,12480,16916,-448,944,1
16292,-6236,5004,15616,4104,3912,1
15784,-1560,3932,17772,11736,3996,1
16372,52,2980,15824,2884,3428,1
16264,-2304,712,17212,-13524,2808,1
16832,-1996,1440,16228,-4408,2048,1
18416,-984,120,16920,480,4832,1
20996,332,2812,16508,4460,3964,1
19360,-5532,4532,15900,7096,828,1
9020,-6408,9728,16116,48,2524,1
12532,1956,5780,16332,-6088,468,1
15320,-2260,8408,16412,3376,2508,1
12156,-3256,11064,15996,852,76,1
16372,3240,13384,16196,128,916,1
