Lx,Ly,Lz,Rx,Ry,Rz
-15072,-3912,-2492,16488,-3256,-108
-15444,-3008,-1920,16388,-3212,-84
-15748,-3484,-2008,16476,-3236,-104
-15668,-3368,-2300,16424,-3272,-200
-15540,-3688,-3060,16508,-3216,-60
-15312,-3952,-2068,16460,-3148,-104
-15240,-4236,-1820,16436,-3192,-128
-15740,-4196,-2864,16460,-3100,-144
-15000,-3884,-2860,16492,-3160,-164
-15636,-3672,-2492,16428,-3228,-176
-15280,-3496,-1864,16404,-3136,-140
-15160,-3908,-2736,16380,-3180,28
-15348,-3188,-2052,16532,-3180,-88
-16028,-3740,-2756,16388,-3112,0
-15180,-2908,-2004,16392,-3164,-48
-15644,-2688,-2068,16456,-3132,-236
-15584,-2992,-2168,16420,-3208,-168
-15840,-2656,-2212,16536,-3180,-64
-15472,-2352,-1712,16436,-3156,-92
-15692,-2524,-2452,16436,-3108,-24
-15504,-2296,-1528,16420,-3056,-60
-16136,-2588,-2460,16460,-3124,-132
-15812,-1952,-2028,16512,-3232,-204
-15184,-2388,-1712,16424,-3132,48
-15552,-2132,-2332,16432,-3236,16
-15664,-2188,-2344,16460,-3280,-68
-15956,-2392,-2676,16428,-3124,-184
-15928,-2268,-2552,16432,-3212,-148
-15348,-2700,-2452,16452,-3132,-132
-15632,-2120,-2408,16460,-3060,-128
-15748,-2364,-2508,16456,-3196,-184
-16048,-2308,-2560,16436,-3208,-84
-15312,-2572,-2440,16448,-3168,64
-15636,-2376,-2472,16508,-3180,-128
-15988,-1828,-2476,16488,-3252,-112
-15796,-2548,-2296,16520,-3216,-280
-15928,-2292,-2856,16500,-3160,-68
-15852,-1988,-2636,16500,-3104,-120
-18696,-796,-3664,16392,-3176,56
-19700,2104,-6896,16412,-3236,-144
-14984,5448,-6332,16404,-3368,48
-11608,10636,-7248,16388,-3300,-236
-8240,7708,-2440,16424,-3156,-172
-1620,9060,-2968,16464,-3164,-80
344,11744,-4360,16368,-3276,-20
3800,9324,-5340,16484,-3208,-172
9664,12744,-9272,16436,-3176,-108
8380,5896,-5028,16384,-3128,-72
9692,3948,-8016,16452,-3124,-52
-4792,3996,-7504,16408,-3040,-92
15652,6476,-13048,16456,-3048,-144
12116,632,-11136,16580,-3036,-20
13888,2560,-11328,16508,-2932,-156
11632,736,-11380,16508,-2992,-168
12264,-1168,-11444,16492,-3096,-20
12088,1552,-11384,16468,-2984,-124
10556,-2156,-11016,16456,-3068,-224
11612,1040,-10888,16508,-3044,-144
10428,-2520,-10468,16440,-2984,-48
11268,128,-12264,16444,-3116,-92
11184,-1448,-10144,16456,-3064,-156
11840,-1004,-10432,16472,-2996,-224
11580,-588,-9960,16436,-3016,-248
11864,-2132,-10880,16444,-3048,-56
11164,716,-11548,16476,-3164,124
10480,-2716,-11320,16396,-3164,-104
11220,616,-11196,16476,-3196,-116
10528,196,-10060,16440,-3100,-116
12156,1536,-11068,16412,-3160,72
10660,-2812,-11864,16540,-3544,-360
10132,-752,-11436,16448,-2784,-328
9868,-456,-9700,16452,-2732,92
10448,164,-9648,16640,-2080,68
9952,-1076,-11004,16700,-2128,-24
11096,544,-11592,16428,-2128,324
9848,728,-11440,16456,-1632,816
10828,1340,-11660,16652,-2472,380
8624,1660,-10740,16748,-3336,-448
10420,5608,-12232,16640,-2948,-536
7716,5712,-10648,16352,-2500,-136
9700,8812,-6700,16684,-2320,-48
7320,12400,-5180,16636,-2068,-36
8380,10572,-6324,16484,-2216,76
8516,13440,-5284,16556,-2056,-128
7692,13984,-5432,16720,-1884,-136
9224,13692,-4444,16824,-1832,-388
8776,12696,-4716,16584,-1112,-56
7104,13864,-5100,16764,-1492,-88
7516,13192,-4952,16624,-1700,-224
7172,14068,-5592,16692,-1744,-304
6692,13672,-4968,16684,-1904,-204
6444,12860,-5868,16600,-2504,-40
6472,12340,-6332,16424,-3520,-80
6564,11520,-6000,16280,-3680,916
6924,13880,-6560,16664,-2584,412
5000,13924,-8248,16792,-1624,12
4572,12576,-6984,16700,-380,-424
4588,12380,-6976,16904,316,-740
3920,13716,-8248,16696,-376,-184
4548,12928,-8524,16720,-1316,-128
5060,12492,-7568,16656,-1624,-92
4576,12240,-8048,16712,-1740,-168
4192,12332,-8452,16504,-1580,196
4820,12224,-7968,16748,-2016,-72
3836,11748,-8520,16724,-2576,-92
5148,12244,-8596,16720,-2732,-40
4536,13088,-9448,16812,-2364,-180
4964,11976,-8628,16684,-1548,156
4624,12372,-8380,16764,-1736,-136
4704,12928,-7916,16984,-1004,-612
3716,12704,-8412,16540,-1380,-276
3696,12284,-8736,16432,-1012,68
3972,12068,-9324,16356,-2336,248
4512,11648,-9548,16424,-2320,-4
5172,11252,-9116,16620,-2160,-88
5000,11596,-8492,16644,-2020,-192
4352,12044,-8116,16632,-2076,60
4864,12760,-8452,16528,-2904,148
4692,12480,-8632,16696,-2896,-20
4992,12316,-8920,16884,-2264,-476
4792,12120,-9308,17380,-2268,-648
4600,11880,-9300,16512,-1856,-472
4896,11684,-8656,16324,-44,-192
4952,11636,-8424,16672,-1132,56
4996,12272,-8668,16388,-1912,192
4828,12184,-9160,15944,-3116,332
4844,11920,-9240,16732,-3168,-24
5120,11628,-9252,16488,-2976,36
5084,11584,-9268,16388,-2784,-4
4724,11720,-9060,16748,-2572,-256
4756,11708,-8820,16604,-2620,-240
4852,12164,-8996,16568,-2480,-164
4624,11860,-9236,16628,-2388,-204
5228,11972,-9216,16520,-2284,-96
4456,10928,-9928,16552,-2248,-28
4592,11576,-10152,16540,-2232,-168
4528,11048,-9908,16528,-2168,-252
4580,11000,-9608,16740,-1860,-188
4732,10924,-9628,16732,-1844,-224
4576,11144,-10212,16636,-2348,-312
4596,10736,-9956,16624,-2604,-56
5092,10840,-9756,16500,-2940,-88
4984,11096,-9836,16572,-3028,-32
4484,10836,-10044,16720,-2576,-320
4820,10764,-9728,16708,-1840,-404
4900,10976,-9888,16716,-1440,-252
4892,10864,-10256,16580,-780,-252
5268,10964,-10132,16724,-1676,-192
5144,10572,-9600,16724,-2336,-512
4800,10940,-9952,16840,-2136,-432
4604,10928,-10056,16744,-2124,72
5060,10764,-9692,16700,-1980,-236
5012,10960,-9960,16520,-1644,-268
5136,10996,-10200,16408,-1884,52
5140,10600,-10200,16424,-2372,-116
5140,10484,-10040,16464,-2668,104
5296,10832,-9840,16524,-2384,104
5124,11244,-10028,16580,-2304,-320
4996,10880,-9840,16764,-2368,-468
5116,10684,-9696,16748,-2192,-592
5084,10916,-10276,16636,-2412,-500
5692,11436,-10892,16460,-2624,-44
6036,11008,-10992,16648,-2780,36
5632,11612,-10700,16704,-2756,-484
4552,11580,-10588,15992,-2552,20
5776,11768,-9656,16632,-2792,-716
3816,11516,-9964,16524,-3140,-492
4936,11060,-8944,16452,-3544,-348
4920,12044,-8616,16344,-3404,-400
3532,10660,-7752,16328,-3712,-384
4864,11076,-7488,16336,-4068,-248
6980,12484,-8852,16304,-4016,8
4928,14648,-10812,16460,-3788,-312
3120,10084,-9920,16372,-3304,-508
3336,9088,-9356,16396,-2816,-472
4236,13248,-15236,16568,-2876,-664
788,7936,-11888,16380,-2896,-320
2724,7128,-5912,16564,-2972,-700
968,7560,-13196,16544,-2472,-956
1316,3548,-16348,16680,-2096,-844
3824,3764,-13024,16496,-1992,-404
348,1556,-10056,16704,-2100,-568
7752,6768,-11688,16624,-2196,-408
2176,6668,-14012,16596,-2004,-280
8828,2368,-5256,16504,-1828,-488
6080,4016,-16904,16556,-2172,-552
7644,6496,-15564,16540,-2688,-540
11100,-5304,-5824,16628,-2712,-472
3484,8040,-18700,16572,-2828,-504
5104,4616,-11896,16576,-2508,-400
5200,4688,-13864,16656,-2180,-476
5392,4016,-13736,16628,-1784,-736
10288,1504,-13716,16636,-1732,-712
5480,-10280,-13456,16688,-1676,-748
14820,-3160,-13832,16728,-1896,-924
21264,-8292,-11452,16548,-2064,-984
16456,6352,-15836,16752,-1940,-988
4156,2620,-12988,16864,-1568,-500
17780,-9868,-5912,16712,-816,-396
11076,-10312,-5296,16880,-1020,-660
11956,-10156,-1056,16684,-1756,-684
20784,-8680,-420,16464,-2816,-436
16332,-20,-4076,16708,-3320,-572
2940,676,-8324,16604,-2968,-604
12552,-4968,-6484,16688,-1888,-260
13780,-4624,-4580,16588,-1808,-508
13160,-2168,-5464,16492,-1904,-560
16328,-5328,-660,16640,-1868,-468
16704,-6104,3936,16692,-2104,-712
11948,-5660,-4340,16640,-1976,-680
15748,-4496,-4028,16692,-1980,-544
17548,-1684,-2776,16632,-1512,-448
16472,-1404,-2260,16736,-1352,-596
16076,-3964,-2504,16736,-1368,-640
14696,-2580,-3844,16744,-1400,-752
15820,-2472,-5008,16732,-844,-676
15060,-3976,-3860,16720,-868,-668
20404,-3336,-2872,16568,-1180,-548
15184,-3816,-4288,16624,-1428,-460
14396,-3524,-4704,16620,-2064,-628
14476,-3300,-4656,16548,-2208,-416
13324,-3520,-5748,16456,-2176,-220
13220,-3236,-5696,16688,-2124,-504
13200,-2028,-8200,16632,-2036,-656
14612,-2076,-8268,16716,-1808,-688
13108,-2484,-7972,16608,-1884,-580
12628,-2032,-8084,16688,-1956,-436
12980,-1924,-8044,16684,-1912,-460
14192,-2036,-8564,16608,-1816,-496
14328,-2676,-9188,16676,-1804,-552
15408,-1524,-8892,16864,-1708,-768
16264,-2260,-5696,16724,-1220,-832
14560,-2640,-5780,16564,-1308,-596
13072,-860,-7980,16524,-2616,-260
9784,-3104,-9964,16320,-3144,-24
9772,-1916,-13908,16572,-3064,12
11544,-3664,-11312,16552,-2148,-472
12700,-3168,-9516,16508,-1548,-792
13228,-3224,-7844,16968,-1376,-1184
11544,-2360,-8856,16764,-1100,-728
13216,-2376,-6924,16764,-1356,-648
14500,-3636,-5396,16656,-1972,-544
12236,-2484,-7796,16616,-2072,-292
13756,-652,-10424,16524,-2672,-472
11196,-1356,-11192,16460,-3000,-308
11216,-2260,-10704,16496,-2320,-392
10628,-1332,-11820,16740,-2108,-596
10228,-1936,-12088,16496,-1860,-504
16336,-2980,-5868,16552,-1932,-608
12936,-1300,-9972,16684,-2280,-608
14808,264,-6860,16596,-2272,-372
12704,-3232,-7812,16540,-2372,-368
13464,212,-5976,16716,-2208,-616
11140,3400,-8748,16696,-1992,-660
13528,-740,-10268,16672,-2116,-564
12936,204,-8600,16500,-2052,-452
12684,3008,-10548,16516,-2336,-592
11808,-312,-10104,16624,-2264,-528
11892,2644,-9612,16516,-2432,-496
11740,2748,-11400,16592,-2456,-560
13176,664,-6892,16580,-2324,-584
11504,1044,-6996,16580,-2288,-600
12184,5288,-9264,16624,-2320,-468
11272,6084,-5316,16620,-2224,-576
15084,-1544,-7896,16540,-2264,-528
16044,-4948,-4432,16656,-2220,-640
11072,812,-11660,16520,-2256,-528
14320,-484,-8112,16672,-2176,-564
14876,-52,-8156,16644,-2312,-456
14368,-508,-6336,16576,-2212,-508
13600,-1428,-4604,16592,-2316,-452
13964,-492,-4948,16544,-2452,-428
16028,-604,-6296,16612,-2460,-560
16436,160,-4824,16560,-2184,-668
13432,1244,-7260,16508,-2252,-480
15732,-1468,196,16604,-2444,-368
8480,-1388,-3968,16656,-2448,-720
30892,10324,-13496,17076,-2416,-1084
12456,-3428,-5016,16496,-2556,-428
18808,-3276,-5196,16344,-2116,108
16504,1472,-4352,16400,-2288,-216
17740,968,-5888,16424,-2588,-360
12832,-3656,-4092,16808,-3388,-844
12664,-1740,-3736,16384,-2904,-512
11584,-2016,-3684,16572,-2316,-404
7660,-2636,-4996,16292,-2632,-132
30416,892,-7732,16740,-2532,-576
9632,-2380,-5448,16432,-2504,-492
15824,-640,-6528,16440,-2228,-256
15176,-884,-6932,16516,-2352,-448
17408,-80,-7944,16624,-2408,-712
12712,-2240,-4504,16520,-2792,-472
9564,-3284,-3224,16412,-2536,-496
21668,5492,-6304,16388,-2752,-368
23408,-228,-13972,16588,-2680,-708
10740,-1020,-3888,16344,-2676,-244
16608,-2364,-5228,16388,-2080,-108
18424,804,-6660,16432,-2184,-480
12084,-2736,-5172,16756,-2688,-856
9772,-2280,-3512,16472,-2908,-580
4476,-3800,-4764,16448,-2688,-428
23020,-3380,-10556,16740,-2620,-708
11016,-516,-5376,16288,-2428,-92
19512,-756,-5084,16580,-2252,-224
16448,-492,-5496,16508,-2416,-740
9108,-3228,-3532,16684,-3076,-728
6288,-3544,-2188,16524,-3064,-380
32767,17524,-13168,16632,-2044,-560
9560,-3984,-4856,16560,-2744,-468
17028,-2672,-6088,16148,-2072,280
21172,2836,-5404,16676,-2040,-392
12964,-2216,-5180,16668,-2976,-1036
7548,-3076,-1676,16648,-3232,-668
6284,-2780,-2516,16400,-2840,-324
13960,6160,-15500,16628,-2480,-544
11264,-5644,-7288,16584,-2856,-748
18396,-2032,-5532,16324,-2268,-124
14804,-696,-4456,16744,-2024,-176
10932,-2456,-6104,16332,-2528,-552
13456,-96,-5852,16776,-3032,-856
16080,-284,-9552,16456,-3288,-576
19216,-1996,-6536,16408,-2436,-88
16112,-4020,-5160,16576,-2532,-424
9904,-2028,-2172,16420,-3008,-432
4868,-4204,-1732,16548,-3148,-532
28904,1336,-14560,16528,-2740,-760
5860,-2860,-4816,16340,-2448,132
15568,-1792,-5768,16328,-2088,-172
13580,40,-5580,16648,-2928,-792
16188,-1536,-7288,16412,-2908,-448
17912,-212,-5984,16520,-3088,-208
13124,-2884,-3420,16508,-3008,-720
7584,-5496,-2064,16724,-3052,-664
6392,-3528,-2360,16436,-2868,-316
32767,1192,-10856,16400,-1808,-596
8316,-1648,-5620,16364,-2376,-188
15968,-1888,-6308,16436,-1936,-380
15572,-1376,-5948,16584,-2672,-548
12852,-3872,-7884,16636,-2644,-668
13892,-1112,-7832,16484,-3068,-548
8528,-360,-5588,16528,-3116,-344
8524,-4252,-8652,16512,-2600,-432
13952,-7528,-1436,16556,-2628,-572
14272,-2432,-6628,16652,-2500,-708
16968,-840,-6624,16624,-2644,-728
18576,-1616,-5244,16508,-2632,-428
19968,-576,-4432,16496,-2836,-348
6172,-18040,-22608,16560,-2756,-336
15604,3284,-15980,16552,-2916,-448
14784,-5652,-6724,16408,-2848,-416
15184,-1404,-5028,16376,-2896,-8
13972,-1544,-6028,16384,-3112,-148
13660,-896,-6056,16396,-3184,-304
14536,-1660,-4988,16568,-3092,-640
15476,-828,-6508,16456,-2908,-392
21336,92,-8772,16376,-2652,-168
16104,-2936,-4632,16544,-3076,-512
6948,-5088,-1100,16344,-3516,-332
5040,-5728,-864,16488,-2848,-236
12068,3700,1420,16816,-3704,-952
16712,-12344,-7216,16824,-3180,-1152
10872,-7896,-7112,15848,-2056,700
16192,-880,-7160,16672,-2388,-136
11520,-1800,-6240,16316,-3272,-756
9696,560,-10140,16692,-3248,-500
18600,-1880,-6540,16160,-3360,40
17952,-3980,-7656,16380,-2928,-388
11508,-3100,-3068,16524,-3336,-624
8268,-3748,-4516,16588,-3064,-520
12320,-3508,-1684,16500,-2864,-432
11116,-8368,-11896,16772,-3208,-956
13692,-4168,-4908,16064,-2624,328
14928,396,-7116,16440,-3060,68
10504,512,-10916,16292,-3664,-400
16848,772,-7580,16484,-2876,-184
14200,-2208,-5316,16568,-3268,-528
10840,-2520,-4800,16548,-3424,-596
5884,-4020,-4376,16472,-3232,-196
32767,9068,-22600,16652,-2580,-584
12476,2784,-8736,16484,-3112,-208
14564,-3644,-5380,16420,-2708,-240
10868,-2524,-3132,16412,-3152,-196
9512,-1624,-6108,16596,-3052,-436
14996,-1240,-7180,16768,-3720,-856
10816,-3076,-10524,16492,-3140,-468
17196,-2948,-6840,16376,-2388,-12
13468,-1480,-5420,16488,-2884,-248
8356,-3944,-4172,16292,-3168,-240
10056,3704,-10768,16668,-3500,-560
13344,-4560,-11504,16436,-3700,-424
13872,-4048,-7676,16368,-2936,32
14712,-700,-7080,16460,-3000,-368
12780,-2328,-5652,16408,-3152,-540
10084,-3540,-3764,16436,-3524,-320
20032,5188,-17948,16620,-3152,-672
12824,532,-9736,16604,-3232,-484
13520,-3768,-6752,16196,-2672,116
14220,-1592,-6024,16520,-2920,-332
12976,-752,-8620,16484,-3336,-660
13160,-1476,-7824,16568,-3420,-520
14136,-1508,-7424,16352,-3192,-284
13876,-1812,-7764,16424,-2784,-200
14272,-1428,-7236,16444,-2944,-200
16936,288,-8600,16428,-2876,-160
16340,-1444,-5940,16560,-3304,-472
9596,-3772,-3068,16404,-3496,-372
6296,-3556,-3168,16412,-3148,-80
10608,2512,-9864,16460,-2948,-376
11424,-7972,-7936,16744,-3476,-732
10548,-5620,-7876,16276,-2812,64
15956,1076,-10884,16512,-2848,-172
15016,-1072,-9980,16472,-3028,-420
11740,-2916,-6592,16564,-3400,-564
8928,-4324,-3024,16492,-3416,-368
10456,-1612,-5404,16424,-2876,-320
18392,380,-10800,16740,-3004,-656
11908,-5084,-7660,16512,-2844,-452
14700,-1300,-9104,16292,-2424,20
11104,-2228,-7448,16456,-2820,-276
12904,-1040,-7696,16452,-3592,-564
12244,-824,-7108,16468,-3524,-544
13840,-2812,-11308,16364,-3088,-244
13688,-1736,-8400,16396,-2752,24
15768,-3652,-7560,16372,-2744,-164
13432,-672,-8188,16704,-3444,-676
11176,-2244,-6056,16432,-3144,-412
11160,-3732,-3908,16424,-3052,-228
11316,-4656,-5852,16564,-3220,-584
17216,-7048,-8768,16872,-3048,-928
9856,-5048,-6880,16292,-2436,276
15216,-600,-7352,16248,-2868,-236
12360,-1464,-6892,16540,-3288,-748
12504,-160,-7540,16552,-3164,-532
10696,-2344,-9384,16536,-3284,-324
17088,-1524,-8152,16492,-3088,-152
14640,-4564,-6880,16132,-2760,144
16936,-92,-8568,16424,-2924,-432
14372,-2696,-6044,16720,-3384,-664
9696,-3412,-4196,16352,-3124,-344
8484,-2732,-4256,16388,-3056,-176
13008,-1648,-10588,16388,-2936,-404
18936,116,-10964,16944,-3444,-832
10440,-2556,-7528,16200,-3096,-268
17376,-1900,-8152,16296,-2692,-80
10476,-3824,-7244,16248,-2936,-180
12632,-264,-8416,16536,-3176,-520
13200,-1844,-6964,16620,-3356,-568
12172,-1892,-7728,16476,-3184,-176
15932,-6088,-7852,16272,-3116,-200
13516,-1344,-7876,16440,-3036,-204
12844,-2976,-7752,16436,-2920,-396
14456,-2684,-7240,16648,-3140,-568
12544,-2012,-7940,16416,-3116,-128
14028,-2292,-7528,16432,-3032,-268
13632,-2932,-7544,16468,-3148,-428
13468,-932,-8052,16512,-3032,-364
13656,-1992,-6860,16460,-3120,-368
13920,-2016,-5368,16440,-3104,-412
13492,-3108,-6448,16528,-3040,-568
11216,-1264,-3920,16608,-3264,-628
7084,2432,-7728,16520,-2916,-500
15048,-2408,-6116,16268,-3016,-400
15104,2192,-7720,16492,-3068,-216
13260,-360,-7452,16436,-3136,-252
14728,-4068,-7044,16536,-3040,-344
15600,-4396,-8400,16348,-3024,-352
14292,-3012,-11300,16328,-2788,-156
13632,-3288,-8456,16380,-2624,-264
12372,-2884,-8716,16432,-2708,-216
12848,-816,-9984,16444,-3140,-296
13556,-1096,-10312,16460,-3160,-256
16396,-1828,-10004,16452,-3036,-392
12312,-3048,-6672,16400,-3008,-212
10152,-3584,-5472,16440,-2776,-352
6240,-2424,-5184,16504,-2996,-376
11780,-2160,-13488,16636,-3152,-584
20432,1732,-10396,16832,-3564,-840
8340,-3108,-12584,16276,-2992,-132
15404,-660,-9772,16296,-2624,84
14184,1136,-11572,16596,-2960,-696
10544,-3440,-7632,16576,-3224,-636
9052,-3544,-5024,16348,-2820,-228
10800,-2324,-8276,16424,-3140,-400
11832,2220,-15764,16600,-3364,-584
12652,-2220,-8908,16612,-3380,-512
11804,-2308,-9396,16252,-2980,-136
14016,-2064,-9468,16456,-2844,-308
12376,-1708,-10620,16512,-2944,-472
14068,-4700,-13788,16552,-2952,-328
14072,-5352,-9104,16468,-2784,-240
13824,-3708,-10288,16444,-2872,-84
12848,-540,-12132,16364,-3044,-192
14952,-2884,-13792,16436,-3100,-156
10744,-5120,-12328,16452,-3180,-212
10936,-4060,-9772,16444,-3328,-328
10160,-3940,-9996,16420,-3152,-364
6236,-3864,-10128,16452,-3084,-444
9016,3568,-12464,16516,-2836,-504
6080,-3064,-10404,16608,-2984,-752
4188,-7260,-14960,16520,-2824,-608
6448,-2816,-11892,16572,-2768,-504
4920,-3736,-15624,16548,-2724,-552
3312,-6764,-13084,16464,-2780,-632
4924,-4872,-14068,16508,-2872,-592
2744,-1408,-15728,16408,-3120,-448
4168,-2952,-15588,16384,-3284,-384
2812,8628,-12976,16492,-3124,-444
-276,1432,-12004,16456,-2976,-588
5960,5472,-10768,16564,-2672,-568
2708,1076,-13216,16464,-2712,-448
3876,1060,-14488,16588,-2744,-424
2900,-876,-15552,16464,-2704,-388
7552,824,-17676,16624,-2856,-620
1468,-1780,-12948,16560,-2772,-532
4692,768,-13900,16440,-2972,-320
3824,792,-13512,16496,-2992,-420
492,3736,-14972,16416,-3104,-360
2088,1780,-14316,16460,-2976,-436
3636,3188,-14508,16428,-3068,-584
2724,2560,-17752,16536,-2928,-576
1584,296,-15540,16596,-2904,-632
2100,1164,-14984,16484,-2840,-612
2708,948,-14888,16588,-2772,-464
5364,-1032,-13740,16476,-3080,-472
7480,2408,-15280,16400,-2988,-384
6292,1500,-16280,16404,-3100,-312
8164,-508,-13360,16412,-3124,-572
7448,-2048,-12356,16472,-3328,-488
7124,-1296,-11140,16440,-3192,-488
10116,-372,-11252,16520,-3008,-544
11240,-544,-11328,16548,-2800,-640
8312,-2268,-12360,16504,-2688,-504
12348,-1328,-11168,16476,-2788,-644
11356,-748,-10704,16440,-2984,-500
11620,-1772,-9536,16460,-3052,-520
11136,-2720,-10032,16424,-3192,-552
12208,-1712,-10200,16412,-3140,-320
12396,-3048,-9264,16392,-2996,-516
12100,-2916,-9396,16544,-2972,-564
12548,-3016,-9432,16504,-2964,-648
11744,-3296,-9920,16504,-3000,-460
11344,-3296,-9648,16504,-2952,-616
11576,-2936,-9528,16528,-2872,-652
12580,-2564,-9488,16488,-2764,-432
13668,-2044,-9512,16396,-2916,-424
13204,-1156,-9556,16420,-3036,-356
12312,-1664,-9244,16604,-3040,-632
11656,-2340,-9220,16480,-2952,-672
10716,-2468,-9804,16608,-2976,-708
11980,-2980,-10740,16504,-2768,-476
11724,-1428,-12076,16516,-2804,-400
10876,-2368,-12004,16376,-2792,-364
12132,1908,-10236,16568,-3044,-316
14208,1448,-8976,16432,-3556,-512
13628,72,-9224,16456,-3124,-704
12436,44,-8856,16600,-2596,-768
10712,-364,-9328,16620,-2444,-484
12380,-296,-9428,16456,-2400,-476
10528,-16,-9636,16480,-3040,-292
13096,924,-9112,16508,-3316,-332
12740,2344,-9352,16528,-3412,-596
13008,520,-9720,16372,-3620,-676
12324,2712,-9508,16560,-3012,-560
13124,2620,-9720,16520,-2856,-504
12384,2604,-10240,16420,-2664,-456
11696,1992,-10364,16336,-2880,-476
12480,2796,-9220,16396,-3172,-548
12888,1832,-9324,16332,-3704,-668
12696,3216,-8320,16444,-3536,-424
11608,4060,-8204,16416,-3488,-640
11476,3648,-8504,16328,-3052,-800
10804,3100,-8436,16624,-2744,-768
11972,1884,-8900,16436,-2992,-656
12780,2008,-9144,16404,-3152,-664
12912,2812,-9136,16432,-3360,-488
12972,2864,-9376,16456,-3268,-572
12600,2692,-9248,16392,-3184,-536
12232,2776,-9252,16432,-3048,-532
12268,2388,-9528,16480,-3140,-672
12200,2312,-9504,16528,-3180,-816
13128,2480,-9164,16344,-3296,-516
12960,1860,-9076,16384,-3112,-332
12704,1672,-8680,16476,-3196,-580
12956,1524,-8832,16456,-3084,-632
12796,2148,-9288,16468,-3240,-720
11776,2204,-9580,16420,-3316,-688
12496,2492,-10168,16420,-3180,-656
12188,2000,-9048,16424,-3092,-676
12520,1996,-9260,16476,-3064,-624
12596,2096,-8928,16396,-3032,-656
12208,2640,-8868,16504,-2900,-644
11876,2440,-9644,16512,-3020,-704
11560,2520,-9064,16464,-3040,-688
12380,2756,-8916,16388,-3152,-408
12624,2724,-9012,16372,-3188,-480
12588,2488,-8872,16436,-3112,-756
12220,2292,-9068,16544,-2792,-624
12388,2392,-9536,16436,-2824,-564
12600,3052,-9884,16452,-3096,-512
11924,3164,-9780,16440,-3168,-620
11708,2668,-9956,16412,-3112,-644
11692,2720,-9812,16452,-3028,-696
11452,3172,-10404,16496,-3024,-488
11320,3808,-10400,16420,-3108,-680
10664,3472,-10432,16480,-3052,-760
10796,3536,-10356,16448,-3032,-724
11324,4072,-10316,16488,-2968,-656
10672,5208,-9728,16408,-2992,-640
11648,4284,-9324,16416,-3060,-628
12880,2364,-8792,16460,-3024,-636
13260,2424,-8480,16456,-3044,-644
12448,2688,-8924,16396,-3120,-688
12648,1912,-9160,16440,-3132,-680
11976,1832,-9864,16408,-3064,-672
9604,3736,-10608,16488,-3056,-528
6112,3172,-12288,16464,-2964,-620
21876,-1504,-12524,16488,-2984,-652
10292,3148,-12536,16480,-2984,-612
8228,2972,-12804,16516,-3020,-660
1564,5608,-12748,16476,-3044,-588
9284,3216,-10616,16364,-2988,-656
4356,2948,-15124,16508,-2876,-648
5556,2312,-13532,16536,-2888,-700
5156,1152,-13540,16496,-3064,-616
5268,2392,-14096,16432,-3096,-492
4908,2688,-14236,16428,-3088,-464
6656,3552,-13516,16488,-3016,-604
6248,3856,-13448,16492,-2988,-752
7460,5104,-11872,16408,-2952,-584
6220,4344,-12852,16500,-3008,-592
6988,3932,-13784,16440,-3068,-508
6720,3472,-13256,16484,-2960,-652
5912,3148,-13784,16520,-2908,-588
5608,2868,-12688,16528,-2964,-520
6516,3344,-14056,16540,-3060,-700
6000,4368,-14052,16400,-3156,-536
5604,3280,-13904,16416,-3056,-680
5972,3004,-14056,16476,-2940,-624
6084,3640,-13384,16384,-3028,-540
6132,3520,-14172,16432,-3120,-580
5184,3756,-13612,16528,-3124,-512
5500,3996,-13612,16488,-3048,-592
5672,3960,-13848,16428,-3012,-548
5556,3752,-13584,16452,-3020,-560
6000,3876,-13744,16456,-3020,-512
5344,3908,-13904,16492,-2976,-668
5072,3820,-13816,16452,-2880,-672
4800,3776,-13812,16440,-3008,-720
5124,3588,-14188,16456,-3040,-612
5128,3924,-14136,16472,-3152,-620
5312,3420,-13832,16452,-3000,-552
4700,4164,-13600,16512,-3124,-684
4996,3944,-13272,16544,-3064,-592
5592,4248,-13592,16416,-3016,-616
5928,4468,-13748,16440,-2936,-416
5592,4500,-13972,16512,-2888,-676
5168,4136,-13860,16512,-2948,-744
4652,3884,-13392,16400,-3056,-636
4640,4292,-13384,16336,-3156,-536
5188,4004,-13772,16388,-3092,-424
5732,4068,-13956,16424,-3068,-732
5012,3864,-14196,16468,-2984,-704
5004,4672,-13864,16472,-3016,-644
5376,4320,-13524,16436,-2924,-568
5000,4624,-13144,16452,-2944,-664
5672,4820,-13036,16448,-2904,-508
5356,4348,-13364,16492,-3076,-612
5580,5392,-12308,16464,-3056,-600
4728,4888,-14176,16484,-3032,-640
3928,5772,-14448,16384,-3176,-628
3752,5488,-14324,16336,-3120,-504
3104,5300,-13964,16500,-3184,-540
4292,5004,-13472,16500,-3248,-588
4220,4940,-13696,16500,-3144,-720
4480,4832,-13156,16476,-3100,-740
5400,5160,-12396,16428,-3044,-708
5744,6544,-11704,16432,-3008,-596
3864,7980,-11428,16488,-2988,-712
8456,4940,-14984,16476,-3148,-744
7612,7044,-14264,16436,-2924,-636
7688,7576,-11812,16456,-2960,-564
11548,5040,-11088,16424,-3068,-700
6544,4860,-11396,16424,-2868,-624
8540,7024,-10824,16592,-3180,-764
11112,6812,-11940,16484,-2892,-736
5764,6760,-12028,16352,-2876,-676
9128,6712,-12556,16432,-2976,-616
